,naNe,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_neg,29M_neg,maxint,mean1,sd1,mean2,sd2,3M1_1,3M1_2,3M2_1,3M2_2,3M3_1,3M3_2,3M4_1,3M4_2,3M5_1,3M5_2,3M6_1,3M6_2,3M7_1,3M7_2,3M8_1,3M8_2,29M1_1,29M1_2,29M2_1,29M2_2,29M3_1,29M3_2,29M4_1,29M4_2,29M5_1,29M5_2,29M6_1,29M6_2,29M7_1,29M7_2,29M8_1,29M8_2,Mode
675,N282T6,1.637502828,0.711497398,1.908682672,0.071507344,0.066207438,UP,282.0833377,282.0826956,282.0843523,6.400666667,6.348683333,7.171816667,35,14,15,43295.773,67398.53162,31219.02405,110365.2861,84459.72422,36855.89428,41986.33663,34112.7369,40035.25761,67655.81499,34879.45666,44711.68267,49089.67052,69865.23423,76722.16647,92400.75992,80139.29302,120163.5086,139554.5846,87077.91011,63126.19877,28980.0805,25501.76869,45374.32858,56093.88606,166560.2056,99019.92639,148813.0968,120839.4611,27443.20629,42729.27619,47993.73742,42223.98491,253002.1965,258754.8154,167634.6753,234879.9324,Neg
676,N745T23,1.393296249,-0.478502043,-1.865162091,0.072346194,0.066885026,DOWN,745.4977914,745.4954885,745.5074296,22.93458333,22.87816667,23.03716667,16,11,3,15505.121,51330.34104,24032.28085,36840.93824,19698.43749,83686.87867,92327.60119,29804.63027,62243.65518,71120.72868,18710.91134,26146.6491,64625.44962,70231.58214,29029.37318,30140.83027,56647.75208,38301.0255,79496.44796,23963.9001,44808.04139,56565.63533,27794.03181,61475.33404,62830.30591,43975.41643,38965.32842,58279.90505,50537.38932,41936.82857,22281.97471,2162.671903,2066.761909,49428.85052,18675.58786,27135.63361,25343.35638,Neg
677,N311T23_1,1.040662026,0.057501604,1.864487739,0.072526088,0.066947133,UP,311.1289514,311.1287948,311.1294968,22.88775,22.86733333,22.9075,32,16,16,10964.513,65627.42174,3583.242661,68295.96569,4464.963121,60801.43143,72223.8001,60556.18611,68736.06489,59918.43406,67277.18027,63125.16487,69315.47022,62549.22863,68733.90062,63520.44872,64517.46914,67804.09465,66663.49489,67142.46544,67153.91382,62509.49406,71778.31596,63207.25618,69854.34205,69911.01578,76939.13174,61749.52772,67901.21558,62963.0817,72786.85064,70831.19347,67728.02744,69799.13346,64028.30898,67187.4516,73561.10471,Neg
678,N620T23,1.294473461,0.372365388,1.86632765,0.072627612,0.066947133,UP,620.2881907,620.2861296,620.2956103,22.89208333,22.8525,23.03683333,18,11,4,12601.842,42489.72107,21538.13349,55001.81629,15976.03313,92722.40082,47107.30635,34209.09383,31962.56649,26114.0992,29549.50795,23917.79734,50240.46561,69543.53441,60061.94346,21646.56333,24205.6246,7957.669344,55045.23674,56136.15955,49415.56817,22687.49439,67284.3354,69740.67194,80344.61577,62572.44771,53633.99663,23359.49004,49282.38272,59292.72627,39851.41552,61248.83497,50862.08697,65379.85508,59099.17899,68596.55784,46792.97043,Neg
679,N367T5,1.25159567,-0.323768573,-1.857291031,0.075215903,0.069230873,DOWN,367.1033385,367.102872,367.1037813,4.81565,4.74175,4.857316667,21,14,7,3079.772,21210.87543,7849.489294,16947.0668,4765.537398,40182.07877,21227.96888,26636.44684,23568.78941,17550.96777,10785.36099,27184.67343,14404.13651,30365.20889,27309.65044,13204.65812,17329.93417,21456.09543,10575.69667,19129.8676,18462.47298,23287.78763,28016.23186,19266.23139,16162.72807,18725.60111,16429.90478,20797.72613,13010.17474,11173.26812,21530.03095,16839.47646,14228.34119,14979.06004,10251.91398,13056.81086,13397.78148,Neg
680,N97T23,1.267986149,-0.342538986,-1.854928641,0.075393911,0.069292666,DOWN,96.96002348,96.95986075,96.96013545,22.906,22.87116667,22.97433333,31,15,16,3383.521,34605.86407,13393.48771,27291.98904,8328.450272,34164.57426,15309.97579,56365.45923,36529.96058,34827.78374,34283.61382,20587.05524,42049.04497,34478.31237,24403.79575,50474.76489,22579.42604,54548.78608,51459.67754,24444.48528,17187.10952,47775.23717,37258.52711,22001.86805,16921.06119,24958.88877,29069.19157,14820.53458,24845.49734,19341.95244,36547.67401,24889.79391,31461.80246,30000.51657,29869.11348,23921.4711,22988.69482,Neg
681,N256T25_2,1.552518817,0.634610755,1.881399044,0.075894891,0.069594594,UP,256.2363638,256.2362,256.2366859,24.95058333,24.88516667,25.32033333,32,14,16,109212.141,2349547.043,877783.4382,3647715.995,2616703.772,1872383.564,2204291.462,3339905.284,2525647.685,1736557.37,1759889.764,5231521.033,2357326.738,2162632.09,2287594.895,1620986.741,2228572.915,1767198.944,2144920.86,2524996.822,1828326.517,3112322.331,2791762.177,2511391.267,1701114.313,3051707.532,2045791.499,3669538.211,2725132.399,2479761.12,1952538.567,9753307.001,10619511.19,3395182.93,2565463.124,2435972.889,3552959.377,Neg
682,N325T23_2,1.030174089,0.042888159,1.838773286,0.075945138,0.069594594,UP,325.1840134,325.1823573,325.1845117,22.88775,22.87583333,24.20866667,34,16,16,1147608.75,7096097.888,343664.8252,7310216.176,314404.5527,6883382.744,7491137.285,6838310.255,7623879.81,6963924.324,7145369.894,6416519.197,7301771.482,6997977.78,7242977.352,6462596.155,7203004.359,7001644.098,7232401.58,7161721.567,7570948.331,7206956.788,7264295.106,6908595.359,6779956.985,7554290.802,7675233.105,6987765.914,7636976.835,7086368.042,7861451.018,7094773.504,7402549.251,7281288.45,7503301.124,7066569.494,7653087.039,Neg
683,N117T3_2,1.207480543,0.271999942,1.8520957,0.076772861,0.070250097,UP,117.0191885,117.0190802,117.0193035,3.3999,3.364033333,3.66825,27,12,14,9704.088,43284.06149,9294.094278,52264.66208,17023.71615,46583.94832,56103.05507,46936.71233,56124.34583,37510.67846,45129.62743,41305.3525,62893.51953,31577.7688,29434.55844,36656.33207,35823.38884,38061.18096,43476.7505,36986.99626,47940.76854,33112.62123,34168.47104,39886.1849,42738.57821,50380.21117,83001.2589,54634.86856,51928.40851,56898.11761,54800.80803,35757.62904,36557.82918,82554.03235,82924.7747,51692.53333,45198.26658,Neg
684,N305T0_2,1.429945562,0.515960225,1.856799061,0.077138657,0.070431424,UP,305.0226601,305.0214478,305.0253243,0.213175,0.178621667,1.43834,39,16,16,845285.375,1781461.959,707495.8929,2547393.622,1490625.42,2245624.831,3910116.831,2187204.092,2220615.348,1685165.789,1572272.456,1246146.679,1104099.7,2087238.928,2024141.771,1657195.513,1405347.988,1637117.355,1489602.623,1110086.876,921414.5592,1374394.578,1218449.906,2027279.501,2085783.911,1747544.33,1502429.367,3065190.927,2720276.206,1507694.54,1500520.412,2955467.477,2547948.798,6250740.276,5907960.337,2319294.455,2027322.931,Neg
685,N763T24_1,1.199190132,-0.262060417,-1.831349087,0.077196415,0.070431424,DOWN,762.5238454,762.522138,762.5266689,24.3765,24.3085,24.41416667,13,4,9,9442.373,71227.9841,16928.86517,59396.73966,19524.38099,65500.30377,44549.89432,77091.98456,80119.4807,71852.90192,71765.66878,51709.24182,86223.36186,89130.84619,83212.2336,75488.52488,82327.55758,46795.8806,94267.52992,39310.42088,80301.9143,79261.76754,61630.90102,91037.17799,77178.9042,66707.65903,58105.71803,56432.97605,41255.18932,87268.10839,70555.29263,26270.89628,25970.00814,43761.97242,43756.19205,60906.65254,60248.41899,Neg
686,N79T4_6,1.287846847,0.364961036,1.867012071,0.078375281,0.071402744,UP,78.97772203,78.97762457,78.97777561,3.55535,3.453116667,3.785016667,32,16,16,11052.962,78382.92295,14391.63988,100945.2002,46146.71766,87014.61385,116418.9904,70583.55174,80640.66681,71009.15062,60867.10827,87395.16467,90285.63211,72527.63043,74393.50414,77681.41088,87290.72324,58377.43365,59183.14165,76366.783,84091.2618,97853.11342,89620.1155,80289.31211,62220.89374,68907.9321,55097.22955,90218.22424,70087.18435,58616.65023,91429.95283,187206.5464,211131.7667,98631.03785,80434.26103,161562.3776,111816.6052,Neg
687,N135T4_3,1.15179539,0.203884453,1.820917398,0.078635409,0.071535451,UP,134.9253219,134.9251875,134.9254699,3.826266667,3.364033333,4.20185,64,16,16,8868.901,50455.79602,11577.56001,58114.75327,12207.38657,34516.2877,57095.93981,39944.95234,60639.97386,40749.34957,59996.33172,28656.38797,41350.42567,43640.97241,59454.78778,51054.95565,51326.19025,61635.21676,69548.36797,46294.261,61388.3359,37109.03926,54397.6657,42765.76885,55149.10955,47618.01636,61889.60141,41996.48651,54977.16174,53279.75509,68181.84602,61639.37179,72048.34419,58928.21362,65767.45957,72883.01847,81205.19422,Neg
688,N97T4_4,1.304001572,0.382945609,1.865723352,0.079063986,0.071728622,UP,96.94353799,96.94343093,96.94363563,3.537775,3.480066667,3.740816667,32,16,16,6566.606,48470.74123,8567.542268,63205.92277,30407.41428,58097.03391,68194.31169,49691.11564,50181.15922,36626.76884,37100.16543,58380.69137,52590.27649,52747.03261,50003.85475,47831.29649,45037.52914,41557.06622,37173.06187,45102.66728,45217.82868,44596.60239,32917.232,40993.13032,31996.56033,68703.17862,53436.07574,46141.24675,38840.32745,78632.40653,64442.39093,139167.4775,120375.497,57096.72665,44661.19105,84806.04753,64488.67346,Neg
689,N315T4_1,1.556621908,0.638418567,1.859224246,0.079077295,0.071728622,UP,314.9037035,314.903344,314.9041849,3.503266667,3.45985,3.740816667,25,13,12,7565.937,18040.91529,6918.76119,28082.88398,20466.83443,20467.05894,36041.68631,18133.87042,24380.50666,12087.73245,12069.15656,25425.713,16397.94239,17047.94003,23129.28066,14642.234,17972.5909,12124.30044,15347.53919,6293.684544,17093.40812,6488.9438,7359.678859,8210.866601,6750.172355,16596.06782,24126.41761,18563.40832,18685.93601,25531.96097,36046.73743,74445.45758,70881.43838,34091.45738,37837.86128,32216.78492,31492.95436,Neg
690,N177T4_1,1.404679297,0.490240786,1.859791927,0.079547837,0.072010605,UP,176.9187651,176.9185709,176.9189907,3.51345,3.471916667,3.755816667,32,16,16,8654.387,28374.12319,7213.283047,39856.54343,23619.22641,39706.70491,35518.67456,30674.75364,27665.75446,18826.44692,17629.95715,41143.54198,36477.48895,31040.59716,28673.15107,28154.93673,28087.20623,20454.90282,20496.77747,25441.94921,23993.12785,23260.95812,22952.74398,19186.0318,17257.79025,41042.96782,32653.21793,26834.08105,22900.01941,42931.36667,39755.732,102431.4272,85933.67719,33582.72458,29757.76114,51408.50801,45815.68781,Neg
691,N119T0_2,1.090652875,0.125192004,1.81878977,0.079696682,0.072010605,UP,119.0540399,119.0539379,119.0541851,0.198923167,0.157234,0.236806667,32,16,16,3559.062,22395.83206,3564.932879,24426.07862,2688.479151,18049.52916,26128.25913,18346.44105,29406.78739,18124.9165,25116.29213,23042.25813,23246.50001,21289.54722,23593.21545,19523.13766,25973.80594,17658.96074,25029.57919,19462.62028,24341.46295,22408.864,28846.66591,24585.05563,24694.27915,20318.44567,21330.28245,23243.52881,25784.83686,21438.59523,25635.69509,23777.52006,25567.76413,23244.80418,23160.13748,26332.75648,30448.02681,Neg
692,N173T0_2,1.296559698,0.374688634,1.830428665,0.079733834,0.072010605,UP,173.0816393,173.0814402,173.0818016,0.073780833,0.042427333,0.543175,35,13,16,14983.6709,55602.18286,17835.43119,72091.54941,31310.36032,44547.30698,77716.82115,47299.23769,73806.40598,54499.67633,72988.74147,72071.55907,66913.13661,31623.2877,39547.60206,27487.53674,40756.31122,31017.85862,71322.43334,67976.37555,70060.63526,62841.08223,72759.07056,54926.41813,69273.6179,66174.95562,160659.0707,50030.45739,58100.22441,55692.05548,64293.45491,52939.79421,65128.2965,46974.40587,136309.4187,79445.14255,57917.32544,Neg
693,N287T1,3.667700221,1.874875725,1.857127293,0.080809369,0.072876648,UP,286.9730822,286.9723145,286.9737485,1.1547,0.336346667,2.56485,25,10,8,74139.695,301437.5155,423440.1286,1105582.442,1679460.682,63429.04441,1762699.183,96119.22126,661929.1912,123046.6208,249515.2708,80800.50617,175544.0862,120525.6961,511915.4969,137783.9844,133854.1816,160391.4203,323493.8809,82671.52693,139280.9363,140557.9588,244353.604,352417.8788,312098.9074,239575.5979,418728.8843,889500.2374,535664.5339,154979.6453,329693.3987,913474.2313,1373979.33,4475266.874,6044550.655,500238.6778,764238.6629,Neg
694,N129T4_3,1.573075327,-0.653587756,-1.836277613,0.081292414,0.073206638,DOWN,129.0192569,129.0190193,129.0298595,3.583383333,3.55325,3.813433333,47,16,16,80975.063,828262.4876,249562.4041,526524.365,608061.2026,1130089.62,1042185.418,936731.6373,1025686.908,750771.8891,785311.3804,979488.2595,922776.6713,886659.6197,684757.197,872561.4427,14551.81288,706992.7123,787272.0077,868071.9087,858291.3177,1019663.52,20806.90713,13466.10244,23399.72135,15359.7823,11249.53214,1045650.627,890425.2452,1348735.684,12742.684,1289394.888,1380647.664,22657.27269,1290330.186,21565.35761,18294.66511,Neg
695,N568T24,1.236970566,0.306811172,1.802904112,0.081460235,0.073252215,UP,568.3587912,568.3582398,568.3654601,24.03916667,23.97583333,24.17066667,15,6,8,3221.314,20501.17168,7557.717228,25359.34594,7684.92742,27882.84828,27644.58519,23386.69173,23412.39778,15282.20394,18699.95848,25183.91063,8597.804805,8283.79881,32937.79196,19545.38988,11135.99302,22881.16796,24918.03098,26819.79785,11406.37555,13325.5293,16883.23855,31619.72677,13432.97578,25419.58398,28065.04291,24203.02483,30639.94076,32543.94927,18889.18027,19719.10616,25101.53001,37515.47111,20342.37211,35200.96803,32847.89524,Neg
696,N128T6,1.625500199,0.700883732,1.861946088,0.081981721,0.073615234,UP,128.035229,128.0350598,128.0353177,5.962666667,5.3367,6.76675,27,2,9,9233.675,97913.26549,12186.63093,159158.0325,131005.9146,103747.2377,92314.6795,101141.018,93269.17314,108765.4222,94534.85432,65516.39252,99847.84727,76249.84142,99704.76264,100285.2147,101919.2162,100894.4403,110142.3325,104494.3932,113785.4222,90752.17307,309495.1092,99048.86132,105716.2152,100644.0271,112437.5923,98420.72393,100768.7273,107306.9968,109897.3192,88745.32633,539389.8578,147038.5626,94606.36849,370024.9539,72235.70559,Neg
697,N322T4,1.2924947,0.370158365,1.792105569,0.083546097,0.074912329,UP,322.1129271,322.1126496,322.1152497,3.61495,3.560383333,3.746933333,21,11,10,2903.864,10122.92213,5082.696537,13083.8232,4223.975467,6075.189331,13900.98606,4613.593407,14172.74491,14306.89841,17083.49341,9117.441599,161.4379751,9725.519648,17354.15061,4826.989804,14034.75856,9953.092015,5660.912239,6755.303373,14224.24265,19377.41949,14279.69463,7480.66329,11952.94647,11256.92391,11221.64844,11051.9079,8138.052805,8538.098924,10174.40154,19984.14454,15865.37029,13797.04704,9302.315954,17617.46889,19303.06703,Neg
698,N480T24,1.313630077,0.393559065,1.790225291,0.083910375,0.075131169,UP,480.3089393,480.3060861,480.3137803,23.87608333,23.73516667,24.11883333,36,14,16,126542.109,604425.5377,268290.8554,793991.5658,327751.9397,864335.3589,728307.7828,148861.3084,587109.814,343735.8648,281331.0028,539385.8382,838382.8504,1245310.99,631245.2999,677132.5319,664574.8646,582922.4098,565191.3172,718297.8997,254683.4699,1040830.102,770881.6843,1147592.699,781814.7424,371793.1389,490683.1602,1039087.722,560922.7477,1130872.325,1130936.647,373352.0655,152962.9764,752713.9559,1249293.839,789130.0423,920997.2049,Neg
699,N223T23,1.204956791,-0.268981414,-1.786034257,0.084360868,0.075426468,DOWN,223.0975666,223.0973726,223.0977975,22.94283333,22.87816667,23.02366667,23,11,12,5340.944,17786.43381,5078.813025,14761.05528,4484.960639,8550.343428,17697.50385,24042.19504,22338.96293,21881.82929,10358.99563,19447.53225,17950.83451,15220.06199,10160.6958,16189.71178,19293.1064,22002.37483,17430.86712,26430.61874,15587.30741,8189.577478,17460.92309,11684.76253,10841.81947,20613.42759,13898.62346,6673.986667,14042.66813,17004.03581,18486.81811,19266.92337,15056.43416,11562.81798,20275.05135,20266.11915,10852.89615,Neg
700,N185T23_2,1.118943517,0.162137213,1.791357347,0.08455982,0.075496344,UP,185.1545567,185.1543566,185.1547654,22.895,22.861,22.94283333,32,16,16,11464.584,56396.72788,8546.867092,63104.75304,12300.84482,43869.3921,65333.08795,48750.4385,62020.98107,53260.4646,54633.84076,52447.5915,46598.22407,52827.75402,56139.50742,79380.53337,56511.40095,49949.60577,59815.40061,57418.0439,63391.37943,103502.8352,69657.76935,61314.55159,54115.82495,55760.62309,56715.39444,50419.62533,71040.9093,59910.99012,66955.32747,53429.15584,56352.09541,59665.74348,65368.62523,60432.9236,65033.65422,Neg
701,N93T5_2,1.10260853,-0.140920667,-1.788399199,0.084799963,0.075593675,DOWN,93.03444432,93.03437237,93.03453293,5.437583333,5.395633333,5.475316667,30,15,15,5064.619,67199.24966,11328.20931,60945.7009,8203.997932,79566.73789,71091.78382,89297.31898,65063.554,57786.79045,48352.77005,86643.18757,61805.19615,79070.16975,65266.79629,59709.13961,58826.32623,70107.01,60676.51111,63543.63188,58381.07079,66440.68094,62131.31402,63336.17831,60049.13508,51786.4347,56332.93455,62163.12155,55372.34153,78379.88826,63236.21441,51521.82542,52785.34987,77349.05431,63157.82261,51252.46616,59836.45264,Neg
702,N115T1,1.375157783,-0.45959716,-1.824925107,0.084910747,0.075593675,DOWN,114.9361803,114.9360079,114.9362957,0.680255,0.380673333,0.850398333,17,9,7,4975.187,52538.17479,30067.8609,38205.19757,9104.445139,145050.0142,52437.93623,44920.45749,35652.36161,86161.75024,33355.87463,44646.06095,33150.55373,82510.47817,34904.20355,61639.64798,34015.18827,51534.74973,33662.27901,32027.49824,34941.74271,38005.80547,30255.86157,47883.39608,31749.61671,43941.38531,35958.70759,49614.82883,35214.64214,41522.01927,27632.16753,45309.18762,29736.79623,59060.60155,33205.2856,36652.03401,25540.82566,Neg
703,N81T3,1.522203515,0.606161257,1.836031813,0.085225026,0.075739095,UP,80.9628968,80.96280135,80.96299527,3.496216667,3.43505,3.709666667,35,16,16,17000.203,53271.00874,9859.965226,81089.31676,59797.84029,68032.1916,72310.56704,55313.40639,58238.43688,35929.33387,40677.94803,47025.75643,51816.51983,62679.91162,57784.74432,51833.88039,59711.49007,49747.55372,41540.60681,53215.09694,46478.69595,26063.00108,55560.13345,28411.12783,51031.88088,89230.59818,85978.19487,63840.95821,56856.83312,106787.1414,77810.8604,93648.28662,289158.2545,69473.63565,72629.99489,81095.49398,49852.67307,Neg
704,N135T25,1.087678801,-0.121252581,-1.833483612,0.085316467,0.075739095,DOWN,135.045117,135.0449697,135.0452283,24.6115,24.55516667,24.82233333,33,16,16,32598.814,841400.4976,27510.88099,773574.4201,145392.1454,836470.2399,846280.6158,814108.1195,871665.8624,821226.6259,852582.9933,876973.8638,845001.6836,876060.7446,794578.8468,814459.682,867552.6176,816358.9318,808447.5794,842983.6963,877655.8583,478907.7582,832677.0454,860240.6662,492934.4332,582234.3715,606056.8685,838959.2051,795837.5905,910336.4155,823895.7371,840101.0702,835117.454,916218.1044,886894.4474,836434.665,840344.8895,Neg
705,N154T5_2,1.120455957,-0.164085941,-1.775375509,0.086097311,0.076227797,DOWN,154.0619868,154.0618047,154.0622046,4.793008333,4.76145,4.864616667,32,16,16,130807.148,1820017.318,327847.6493,1624354.18,294709.761,2099821.841,2286363.88,2041012.106,2203722.876,1213611.03,1326559.554,1762414.939,2000616.156,2123605.171,2226192.684,1725998.044,1681765.34,1641210.661,1614784.634,1635400.025,1537198.14,1623161.883,1486817.062,1610062.296,1528838.493,1352494.257,1193412.797,1555927.665,1624748.679,1907651.034,1892311.817,1491142.46,1206929.424,2225325.702,2150201.357,1676841.484,1463800.47,Neg
706,N177T4_3,1.397460543,0.482807549,1.817923656,0.086110907,0.076227797,UP,176.9526326,176.952345,176.9527598,3.51345,3.471916667,3.755816667,32,16,16,9055.55,28539.54431,7109.788659,39882.88709,23924.83008,40106.59527,35387.87177,30860.96364,27510.32189,19451.61902,17800.79638,40829.55157,36979.8208,30231.66228,28668.83855,29120.16492,28229.31,21195.6782,20264.51292,25202.72855,24792.27324,24568.53637,21905.67978,18515.46388,17827.04896,39976.34039,32831.75797,27127.62899,23378.43422,42951.13005,38519.44626,103733.0606,87313.43715,33550.06881,30767.83424,50816.35557,44343.97018,Neg
707,N286T23_3,1.12390388,-0.168518657,-1.783745035,0.086349865,0.076331212,DOWN,286.2742819,286.2711553,286.2746484,22.90033333,22.87983333,22.9825,32,15,16,8220.625,29649.98407,6170.920052,26381.24541,3955.944474,30099.27427,40000.19928,24536.34515,21222.49309,27673.45037,39772.98619,21974.04186,34166.42779,30601.36108,34100.16588,29620.33999,29343.45937,28458.9486,28744.98497,18546.61495,35538.65226,26515.79005,34489.13368,24349.13113,21253.23561,32206.88575,25635.0174,28883.07975,28800.41811,24638.01799,28908.58015,20993.56798,19571.31331,27597.46021,26131.77831,24422.85311,27703.66398,Neg
708,N147T18,1.137199733,-0.185485665,-1.787227275,0.086489448,0.076346613,DOWN,147.0296718,147.0296497,147.0298652,17.68883333,17.32783333,18.04983333,20,6,10,57905.164,1735889.237,405273.0028,1526459.413,235494.2525,1600505.161,1512757.557,1577115.744,1583180.24,1585653.084,1654834.162,1232567.455,2177431.489,1615054.281,3029481.773,1620274.81,1606675.938,1496779.577,1909250.773,1614210.876,1958454.869,1703212.422,1931770.907,1439213.138,1340449.131,1048691.286,1506341.771,1258476.284,1610316.55,1234313.157,1574505.734,1652746.689,1456875.926,1639671.128,1924502.785,1604504.103,1497759.598,Neg
709,N346T3_3,2.885919913,-1.529031264,-1.766412748,0.087512882,0.07714107,DOWN,346.1022047,346.1020105,346.1024078,3.453066667,3.402,3.709666667,22,7,15,183089.875,267298.8282,284305.3197,92621.70685,275012.8079,369463.9617,353443.3422,152222.4076,188370.9796,496363.2611,493894.1091,11036.80072,13880.77669,714124.0029,747653.225,10385.80112,9884.84385,10148.61861,8926.751987,689576.9267,7405.441867,22977.15464,21799.53793,28370.71874,30459.65013,15874.33671,1123578.213,23178.77872,16058.54778,15299.55041,13469.4029,39866.99523,33987.68447,25766.18368,20755.87074,25433.31623,25071.36788,Neg
710,N284T23_2,1.189910072,0.250852545,1.765237708,0.088004996,0.077465599,UP,283.6525371,283.6517414,283.6535377,22.90141667,22.86533333,22.9915,24,11,13,10818.683,31328.51536,8672.334858,37278.11596,10322.15094,38371.79625,32969.40572,33070.27551,29200.21523,27343.2304,40023.68123,25426.43086,30770.03153,34049.98366,37295.186,16457.39131,40855.82876,39418.82369,31057.78642,8975.84623,35970.33294,25833.69457,37621.84408,34239.81026,31113.25755,33845.2796,50601.71541,34342.63168,27107.4259,37212.90383,43277.12126,25646.1279,44525.15202,29369.17169,60132.03552,28850.09046,52731.5936,Neg
711,N145T4_1,1.175904946,-0.233771445,-1.763505176,0.088189074,0.077518452,DOWN,145.0139012,145.0137724,145.0139478,3.5077,3.446266667,3.623116667,12,2,10,4535.956,40641.89973,10395.44916,34562.23214,9060.778328,33168.3102,13421.54908,40407.21554,35481.60522,50103.87199,49297.43809,37531.06309,44369.88098,40142.05974,41715.43311,51562.8155,24754.08325,50216.40291,39851.92781,49451.2687,48795.47043,41523.97268,45154.06339,45661.1543,29931.3084,36658.95137,38448.2122,23599.93505,41243.08957,31743.81621,31450.09052,29291.87062,32489.0388,48471.06855,39003.65593,17629.08716,20696.39952,Neg
712,N182T0,1.233374497,-0.30261092,-1.768206884,0.089364767,0.078201596,DOWN,182.0818869,182.0815879,182.0820823,0.155291,0.060491333,0.203848333,23,12,11,5854.40332,44859.79031,16416.39464,36371.58902,9960.532151,60220.20762,35107.74549,56106.75478,44750.01411,50600.4564,40045.75093,90200.69482,40469.75347,46291.68195,22047.61007,50114.93129,33394.93952,39663.71279,51741.17134,37517.69138,19483.52903,39539.09886,39761.03813,43079.58763,33028.98597,59576.16683,22850.72034,51535.89529,29944.1668,22089.67502,34597.32759,42627.9636,35384.33184,34108.53399,24788.27685,38019.98613,31013.66946,Neg
713,N253T26,1.347623328,0.430417307,1.776150455,0.089391694,0.078201596,UP,253.2638942,253.2638191,253.264309,26.05933333,25.45566667,26.815,57,15,14,7201.184,121964.887,43200.52607,164362.7268,85150.6328,60525.80368,87910.1678,46608.79011,94987.78881,161700.1712,193551.3189,130757.6975,191000.3018,177778.3832,112404.4412,139013.1879,132003.8467,98253.9394,119531.8826,112675.4169,92735.05378,82171.9859,39747.65984,182043.593,195406.2045,196023.5791,109327.2436,172819.1677,152207.5915,284194.9646,401491.7508,141749.4327,124269.0941,135971.225,122184.0381,194656.9211,95539.17775,Neg
714,N762T25,1.315717086,-0.395849305,-1.75571747,0.089415417,0.078201596,DOWN,761.5775796,761.5741399,761.5882658,24.52433333,24.174,24.69533333,40,13,11,24515.629,172113.9996,69267.68121,130813.8364,63682.59867,146256.227,257534.0875,110024.9048,81454.69421,291178.5,276887.6646,139744.9123,134904.6675,122743.4564,149774.0828,89164.21153,144013.2244,128093.6907,201628.532,211447.7332,268973.4042,84216.09203,65386.49115,102046.6595,124598.3823,104002.1557,150075.859,156615.9163,151935.9015,208398.9327,262037.318,40730.24037,37113.11937,115905.6202,233157.1881,113070.0671,143731.4384,Neg
715,N309T3,1.18121229,-0.240268272,-1.763256462,0.089466769,0.078201596,DOWN,309.1705768,309.1688558,309.1730752,3.224116667,2.134283333,4.63575,29,12,12,37129.477,471753.1757,91846.12562,399380.5175,136085.3048,417045.3118,475748.7999,368077.7826,527297.5433,390254.6683,622800.513,450860.5282,326617.4736,353539.8696,645075.2622,471845.4866,514854.2495,418331.7197,551195.2758,482996.5866,531509.7403,479701.4993,468191.8641,428201.3932,508733.701,472670.3547,134566.4495,506302.8193,471575.1247,22865.6343,443957.9816,345166.0606,338832.4613,424732.9515,492755.9432,409415.0713,442418.9704,Neg
716,N150T23_2,1.204712394,-0.268688766,-1.75437122,0.089881518,0.078419081,DOWN,150.0922547,150.0921186,150.0923427,23.0065,22.92733333,23.02866667,16,7,9,4177.415,31185.71431,9251.179261,25886.43935,7771.823661,44173.28317,16347.27559,14154.11154,33837.83165,36906.771,32468.46201,37432.83428,16350.15674,39856.08707,34770.96994,37689.47772,30589.56884,36989.67803,30328.94242,20626.65476,36449.32418,37979.97218,31114.21936,35954.94254,23659.20827,18184.88385,14701.36632,34708.44306,17213.45082,31650.49563,29410.7979,13508.52451,29489.57553,24860.89345,29412.73982,24228.9209,18104.59546,Neg
717,N150T23_1,1.379309523,-0.46394624,-1.778752804,0.089966535,0.078419081,DOWN,150.0558405,150.0557406,150.0559754,22.99183333,22.88216667,23.07816667,29,16,13,4177.415,61988.56001,35028.3453,44941.7328,15573.57996,118300.1838,33030.71173,117766.4953,40352.03732,114532.9833,33797.73902,104057.1294,54040.33483,69520.26689,26153.29704,75779.39812,62997.49953,58213.94714,22223.18514,17878.89455,43172.85695,60798.85472,71969.33469,22402.487,40999.42324,32218.81569,33254.79203,48008.2327,27353.25179,76686.75418,36118.74696,56437.47135,38839.78507,43377.60932,35447.77416,56348.77848,38805.61335,Neg
718,N154T23,1.24112845,-0.311652434,-1.769717399,0.090416462,0.078593924,DOWN,154.0508159,154.0506714,154.0509825,22.94266667,22.906,23.00916667,32,16,16,8278.285,82922.51498,32415.37195,66812.19418,16588.352,84070.95382,161545.3264,91432.38936,83202.88935,77720.59986,63464.04482,87867.45163,73616.26632,78018.86017,59630.04284,95638.11221,55809.74876,72774.31824,34208.80804,149549.6646,58210.76328,77979.91968,55237.23482,75667.84916,42660.71875,74549.65961,58317.59564,55935.58387,103508.3604,61641.66197,51759.24763,87950.87209,48333.8666,71435.04068,83258.58721,70228.78402,50530.12475,Neg
