,naNe,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_neg,29M_neg,maxint,mean1,sd1,mean2,sd2,3M1_1,3M1_2,3M2_1,3M2_2,3M3_1,3M3_2,3M4_1,3M4_2,3M5_1,3M5_2,3M6_1,3M6_2,3M7_1,3M7_2,3M8_1,3M8_2,29M1_1,29M1_2,29M2_1,29M2_2,29M3_1,29M3_2,29M4_1,29M4_2,29M5_1,29M5_2,29M6_1,29M6_2,29M7_1,29M7_2,29M8_1,29M8_2,Mode
719,N285T23_4,1.164548942,0.219771272,1.753369507,0.090418637,0.078593924,UP,285.2431686,285.2363639,285.2436487,22.89816667,22.86733333,22.97566667,31,16,14,9414,31080.85692,9244.080111,36195.17904,7118.675428,40708.25703,40808.23421,37102.10798,30865.24967,9544.66786,35876.73066,23463.99,43702.32601,32040.73381,39316.63638,21037.94213,28619.07487,26347.11392,23111.73159,25698.88259,39050.03202,23927.33338,35890.4865,34687.57345,37384.368,46653.31901,39542.30014,34987.32799,28982.16691,23982.64402,40269.33129,39568.42316,34255.56759,49059.75169,29125.8387,40496.12093,40310.31193,Neg
720,N644T3,1.233901796,0.303227577,1.748570611,0.090599298,0.078612195,UP,644.0275316,644.0265469,644.0294109,3.403808333,3.330483333,3.535083333,18,10,7,5597.682,26318.68485,9830.574083,32474.67249,10083.24684,31533.1511,21220.21388,22943.94548,26481.6987,14055.98902,28585.18759,29467.73836,1084.518091,36857.5263,23109.41269,33609.11406,29698.46293,36245.38163,42397.12018,21252.4739,22557.02365,32463.47635,24374.2752,10645.70338,47069.52017,19847.95283,29782.8076,25638.74356,38377.77766,38896.02302,20818.70858,35445.83528,33759.34628,42813.47801,41377.16316,33707.51451,44576.43426,Neg
721,N305T0_1,1.429245726,0.515253976,1.775194342,0.090691227,0.078612195,UP,304.9844935,304.9839875,304.9847939,0.2091225,0.178621667,0.275448333,32,16,16,10672.328,20982.18537,8131.082052,29988.69877,18594.02797,28522.54714,44827.9834,27633.66345,24697.27223,18809.00103,17498.63276,15667.86655,12523.6571,23827.5155,22595.34148,19067.83532,17418.29055,19697.08595,18536.7299,13302.47556,11089.06801,16456.71636,14725.57696,24931.82009,22356.74973,21752.79438,17587.03013,37004.4216,31471.55492,18083.76771,16426.27543,34044.31347,29338.18479,77553.5229,71243.55408,26579.79433,20263.10337,Neg
722,N242T23,1.071341431,0.099418334,1.749652212,0.090872663,0.078660366,UP,242.2208437,242.2206727,242.2211117,22.89766667,22.87283333,22.93366667,32,16,16,15434.211,71442.67041,7302.593781,76539.49279,9079.965987,61823.03284,73365.71775,81429.128,73867.0235,72741.8658,67000.83834,55442.51001,67157.45816,72396.99218,76807.92487,62394.45129,68783.73285,79363.21521,80166.1282,72254.76234,78087.94523,82715.9837,64101.97956,68285.0493,74163.15097,80772.5079,94869.10552,73992.2588,71016.18778,82052.31523,74317.70055,86882.72995,65202.16725,83223.6411,77523.53596,61938.61337,83574.95766,Neg
723,N478T24,1.223690925,-0.291239214,-1.74691214,0.091364261,0.078976513,DOWN,478.2913579,478.290182,478.29819,23.64083333,23.5445,23.83666667,38,14,15,27079.912,204526.7613,66768.52127,167139.2319,53579.28345,218179.6777,280276.3163,256089.259,123952.1185,165879.9843,177476.2116,216807.1779,174640.6032,314131.2804,263004.3374,176666.945,228104.1088,219182.1613,255866.2774,39805.89362,162365.8284,242524.6861,158348.9841,142178.0073,163101.7158,178477.3435,187599.1367,126839.0191,210754.684,195140.1515,80829.08032,175876.2252,180855.2798,84216.06209,231415.7846,238398.9745,77672.57616,Neg
724,N251T23_1,1.252026612,0.324265227,1.757513562,0.091643738,0.079011363,UP,251.2021947,251.2010978,251.2026786,22.88633333,22.8625,23.0435,25,10,13,12658.709,32743.19996,9332.970231,40995.3577,16298.40662,36420.25238,34840.49936,33151.02772,29528.92907,15921.76385,25879.09605,31858.32699,29433.71951,53093.2745,52122.74499,34856.22526,32918.96816,26603.25968,31923.04354,22556.23675,32783.83152,14526.11338,23672.77435,24435.85281,18320.53204,35853.50881,34064.86705,51402.72939,40837.7899,41734.61321,51065.44969,53435.20196,41472.63605,45506.36701,74993.69669,39576.49503,65027.0959,Neg
725,N387T0_1,8.669064576,-3.11587633,-1.801515007,0.091704029,0.079011363,DOWN,386.9712666,386.9709421,386.971792,0.205798667,0.178621667,0.26759,29,13,16,190180.766,163708.7579,321362.828,18884.24714,11304.58604,18120.80592,29600.97254,19298.64449,16443.55479,12076.26587,12541.12173,10535.87737,856482.812,13738.03718,15973.73881,13118.00985,11443.50131,10730.0331,12814.18953,867560.2605,698862.302,10165.10645,9032.279353,17286.08797,12949.54297,14143.89061,10214.95331,25321.73168,16298.00217,11573.63784,9823.281692,23134.83886,19511.22077,45439.81815,44938.09785,18082.82754,14232.63707,Neg
726,N141T1_1,1.38664001,0.471593293,1.772051099,0.09178385,0.079011363,UP,141.0046274,141.0042927,141.0048283,0.502245833,0.179428333,1.994783333,64,16,16,94145.664,286098.9975,93704.9442,396716.3166,231443.5668,406490.9596,396739.8279,400393.3099,385471.1137,298267.6697,299019.6534,96563.67041,237872.1274,365703.5762,207254.4268,300870.4944,296687.3763,305123.347,138320.4816,224222.2245,218583.7004,276430.0779,272398.6589,371483.4889,347529.1076,100205.1282,284516.9438,483072.7535,455671.3381,299431.6733,168447.6169,475968.3116,429362.5301,935557.9778,904171.4594,197485.0557,345728.9442,Neg
727,N185T5,1.235989473,-0.305666455,-1.746919467,0.091929778,0.079028131,DOWN,185.0451636,185.0447902,185.0453839,4.833358333,4.76145,4.905316667,26,12,14,53775.219,1409972.614,500767.9509,1140764.258,359448.4497,2631082.63,1108742.276,1309099.069,1180876.246,1163409.777,1056665.894,1431830.407,1069567.75,2236438.601,1056275.165,2008223.343,1060353.646,1140978.178,891488.5325,1839351.651,1375178.661,2086302.431,943641.3648,1037707.638,1042332.388,920086.4296,1409638.223,957159.7752,960414.4221,1700734.598,1547248.895,959624.8812,812465.1699,1156758.101,959069.7296,944552.2956,814491.7937,Neg
728,N284T4,1.2324006,-0.30147129,-1.769577983,0.092184684,0.079138406,DOWN,284.0704611,284.0701863,284.0708195,3.661825,3.612283333,3.899766667,8,8,0,3264.798,14558.04492,5749.501344,11812.75384,2334.909464,24959.85309,22948.7698,19228.07462,25893.05124,12715.48301,11030.82036,10763.92453,15287.05455,8972.406435,10830.20289,14338.34916,6056.848035,11794.62026,13408.00866,12545.09597,12156.15614,11272.55893,11763.6847,9931.989967,8718.634022,14106.84494,10850.5176,8400.089792,9827.312447,11978.64165,13347.24563,16815.65491,14898.36597,11171.70626,10362.21652,14404.0042,11154.59395,Neg
729,N178T5,1.200179357,-0.263250021,-1.773559506,0.092637412,0.079417972,DOWN,177.8978198,177.8975202,177.8980958,4.833266667,4.785516667,4.8848,32,16,16,29805.387,279902.5202,99634.39961,233217.2425,34048.93996,176764.9063,463284.9419,143319.9589,404805.3921,123925.1492,319525.7927,189719.9803,337173.0976,235175.7824,401671.2551,221561.1255,337131.1982,227445.8936,321857.5623,237860.4674,337217.8199,228240.6083,290370.1104,223812.4923,273709.8991,186548.6792,216658.8758,234493.959,247494.4795,256969.023,253728.8462,206375.3971,168982.1155,274194.4571,231477.1271,249267.7568,189152.0542,Neg
730,N253T24,1.380673678,0.465372379,1.735568213,0.093129743,0.079726756,UP,253.2642751,253.263958,253.2644417,23.99833333,23.63883333,24.50266667,53,14,14,16259.756,116498.9668,77461.47114,160847.0571,66682.80735,30187.79789,303824.613,80454.37754,147160.993,77692.33795,90894.85816,36306.07429,85487.98533,58718.83562,60495.22324,202573.3612,128009.2338,142581.8574,247834.754,116290.874,55470.29282,78338.5364,255994.4131,179057.3457,228100.7705,64140.59055,97677.25947,266912.0681,72899.50148,207252.0334,204095.9896,153891.9221,134875.6251,91328.70023,135341.779,207666.4684,195979.9097,Neg
731,N124T4_7,1.248621302,0.320335984,1.745032547,0.093252731,0.079726756,UP,124.0168533,124.014862,124.0236555,4.280516667,3.642216667,4.463166667,72,16,16,57398.762,552624.8021,165719.5851,690019.0998,267811.5197,622523.2364,29096.83923,473494.4439,517783.6712,416951.4057,456386.6621,606470.3981,636542.2816,678442.9971,695481.508,648603.0104,669672.1662,510387.5906,548689.1517,639720.9519,691750.5195,726806.6771,704358.1551,713799.8924,702752.4655,686014.661,35828.7534,777090.2209,788213.2726,850573.1815,814801.2661,728017.1229,684115.822,960801.256,917054.6576,45955.06818,904123.1249,Neg
732,N140T1,1.630846645,0.705621126,1.761688066,0.094246016,0.080465892,UP,140.2069941,140.2066312,140.2071979,0.820935,0.179428333,2.55205,86,16,16,29075.803,113448.273,55878.01082,185016.7354,152590.3432,111494.2292,249384.2087,95588.4463,131021.9245,72796.61906,62460.14193,91721.93185,157608.7809,75871.26295,120377.7308,43164.69416,190650.6137,142849.4933,88422.0866,35287.25766,146472.9458,27323.51926,74980.88844,208155.9066,123628.2942,52890.54401,208626.6091,135720.3521,223621.5934,194369.9271,83808.82828,191196.5361,159416.7465,488999.3025,593077.1607,115741.7158,78709.84197,Neg
733,N286T24,1.323456901,0.404311214,1.730996836,0.094613828,0.080669719,UP,285.5934774,285.5933881,285.5938093,23.99483333,23.73083333,24.41016667,41,16,14,11374.195,158476.7052,95279.43218,209737.0891,70376.92229,94542.33236,341989.4622,32216.37846,248809.922,156720.3535,298905.3735,36151.19114,84853.36913,58762.68807,184542.7218,198000.4751,99994.31998,159663.4162,131604.8244,121832.2125,287038.2423,84990.10217,263195.3107,257287.8196,316944.598,70388.25892,204687.9194,261343.9389,254302.2225,212137.9679,227021.019,221980.2937,216551.4905,254596.1961,186727.337,233902.1745,89736.7766,Neg
734,N268T6_2,1.239285728,-0.309508851,-1.764126723,0.095073369,0.080951095,DOWN,268.076614,268.0762225,268.0769837,5.501516667,5.465616667,5.543433333,32,16,16,87377.078,924389.2366,114403.0755,745904.8515,388190.5993,1010009.221,1091687.44,1039041.957,1053765.932,691622.2772,812293.3344,987295.6886,969406.4642,897387.7139,834243.7255,884538.2313,1051713.97,946574.313,905252.0811,765030.5599,850364.8768,88588.18357,114363.0853,244899.9233,246121.1273,839107.6853,798540.2393,820332.486,790330.7128,1155796.167,1072143.144,647528.8662,596668.9132,1202147.815,1162664.212,1104061.772,1051183.292,Neg
735,N305T0_3,1.41690292,0.502740914,1.745897283,0.095744652,0.081411751,UP,305.0610198,305.060682,305.061372,0.2091225,0.178621667,0.275448333,32,16,16,10318.021,21064.12619,8088.037824,29845.8219,18422.33945,27662.30133,44594.6085,27702.87421,25664.14031,19035.86384,18931.24707,15217.11442,13020.19643,24193.94535,22004.17541,18856.42415,17903.94942,19989.53951,18954.30172,12820.65185,10474.6855,15638.14069,14580.955,24411.99082,22156.79179,21342.75432,17170.19357,36383.38253,31594.82862,18691.57727,16710.29346,34064.86057,27843.07044,77599.44666,70184.15515,26401.57354,22759.13598,Neg
736,N221T5,1.161301339,0.215742377,1.717524999,0.096197918,0.081686025,UP,221.0655428,221.0651275,221.0658182,4.860533333,4.83335,4.914366667,31,15,16,3496.683,22284.28187,5842.793911,25878.76638,5995.050288,31797.78247,30831.00263,25719.73883,32327.29017,15280.66707,17148.88473,15865.53694,21473.39843,21766.7404,28033.76592,20593.16165,19197.95834,19575.33666,20444.16097,14403.721,22089.36368,22628.16011,25570.14216,32245.22807,30967.66911,18977.01744,20277.66731,22143.2897,22281.03701,29568.01282,29635.04194,19646.65086,19239.37011,30455.6118,40504.99718,22849.21801,27071.14843,Neg
737,N142T4,1.339117771,0.421282846,1.745428027,0.096699488,0.082000518,UP,142.0506334,142.050501,142.0507867,3.662066667,3.204566667,3.86995,16,6,9,9840.098,63802.05661,17975.03106,85438.4678,46211.36999,86061.55979,91580.68738,70223.8639,72642.94422,44288.71117,43852.22308,76982.93509,74037.31237,56921.4255,99149.1538,48299.67875,49891.69742,44528.39655,50641.19146,55004.02556,56727.09964,44777.53089,42265.85709,35190.37221,46181.81309,203373.869,64759.19872,60726.18263,54737.63587,115307.0277,132014.6037,104589.0812,153183.4031,64480.65456,76300.07565,81586.61997,87541.55933,Neg
738,N183T0,1.215796046,-0.281901232,-1.712334988,0.097792888,0.082762049,DOWN,183.0270183,183.0266237,183.0272023,0.181951833,0.132698,0.242358667,28,15,13,4807.262,20938.11364,6860.293911,17221.73197,5320.122085,31734.47791,13442.7364,21945.30196,17326.30319,29637.45262,13869.06455,34003.14862,15645.41739,24114.53648,17556.06096,26606.1537,18004.5736,22798.38953,10660.34636,21532.73995,16133.11495,26338.10322,17171.32738,21527.61495,8691.546103,24998.81029,16149.02018,20485.97427,11390.68269,11378.88551,12711.88271,14225.4664,16741.30534,21021.54452,16871.7314,23606.20102,12237.61557,Neg
739,N366T23,1.236291142,-0.306018533,-1.711666282,0.097897304,0.082762049,DOWN,366.3433006,366.3427054,366.3437339,22.97416667,22.9295,23.02516667,22,13,9,4064.951,20412.21606,5602.033706,16510.84875,7192.99106,24552.10546,16186.16354,24595.98092,17476.48139,14418.26202,17605.7364,21534.03218,14501.96641,21268.66791,27204.15378,10502.77176,26143.79486,26160.82544,29970.52973,19126.93845,15347.04672,14710.92968,19837.88735,17237.18624,22933.66458,19924.52254,19373.38723,18484.14887,25318.44997,11773.9311,23249.8464,3537.443913,3979.423142,14456.8587,27554.37814,6636.971014,15164.55118,Neg
740,N137T0_2,1.179414928,-0.238071359,-1.719537481,0.097994803,0.082762049,DOWN,137.0606657,137.0605414,137.0607839,0.081594583,0.043346167,0.146537333,18,8,10,5100.331055,25931.93445,7840.346625,21987.11738,4768.269884,23718.34485,19331.9578,44635.6026,24070.76176,21843.01348,28889.47805,28725.64706,21346.1861,20723.94967,30869.63613,22568.22525,25104.99737,16503.90892,21916.84186,42713.93171,21948.46856,22035.25752,30453.34288,22094.46588,21443.0749,34492.39966,16687.33458,21903.67867,17720.31819,21849.50419,19591.4978,17466.06326,20420.07131,20887.12264,17122.0327,22057.38867,25570.32516,Neg
741,N136T23_2,1.384921819,-0.469804536,-1.71937805,0.100801612,0.085017666,DOWN,136.076623,136.07618,136.0767356,23.00716667,22.9295,23.07816667,25,14,11,2885.893,31994.19262,19041.03286,23101.80415,8087.633178,76753.80318,21933.81039,70128.29828,33908.86529,22253.89237,25334.5887,43586.17647,47426.27982,18631.39904,15457.85378,26029.88822,22049.33816,20058.0373,9176.782846,22412.91346,36765.15459,16235.40339,20967.63223,25104.80522,17283.06015,13118.2261,24592.20615,20491.83117,22255.97656,17615.25971,23618.93016,35621.70656,11915.07683,42013.28553,33666.58977,22734.6436,22394.23322,Neg
742,N172T0_1,1.206948601,-0.271364239,-1.698453952,0.101534922,0.085520738,DOWN,171.9861892,171.9859442,171.9863363,0.073142833,0.042885333,0.0932915,11,8,3,3268.364502,9687.644928,3288.49003,8026.559641,2118.850629,14209.99818,6896.697529,13924.97721,10102.07997,11504.85411,8275.787237,17175.35778,7191.494368,11145.12193,9176.670316,9501.328758,4434.967311,6368.99169,8145.231291,9450.418423,7498.342736,9822.558029,9013.727086,6697.324628,7475.617359,11664.37357,5615.482236,6326.487783,11217.52698,7465.273298,10980.33834,6390.780292,10388.10048,6598.002047,6169.640184,6622.740347,5976.981598,Neg
743,N106T3,1.142574263,-0.192287939,-1.701549618,0.102052783,0.085841233,DOWN,106.0409564,106.0405998,106.0411068,3.217083333,2.441933333,3.638866667,26,11,8,4470.477,107934.4905,15389.1596,94466.06142,27669.9872,87907.34163,81066.80354,99592.11351,115908.5534,111500.0403,107349.6593,123410.0262,127298.9981,99097.69206,113328.0161,97022.43031,108408.8567,113950.4191,115001.2188,87523.69674,138585.9829,103240.2513,105481.0459,99120.05978,131198.1694,86691.02023,107934.15,89867.76939,103718.1018,121290.5086,92890.69043,116475.507,4864.580481,95472.58864,87559.11291,80369.86628,85283.56057,Neg
744,N284T23_3,1.159553387,0.213569245,1.680803808,0.103301488,0.086774786,UP,283.7826084,283.777666,283.783737,22.906,22.858,22.98366667,16,7,8,4656.553,12917.23285,3647.086086,14978.22111,3279.560018,17078.10014,14609.4844,17476.72753,11381.00189,7924.445207,13848.07166,4307.502976,14432.99054,11667.85568,11697.69405,9015.1191,12667.06874,16443.77795,17522.63982,14222.1033,12381.14261,14421.55856,15248.84621,14887.43945,6709.067676,15741.25058,10726.62558,14440.07951,16855.84683,17355.28709,16957.38975,12990.0736,20286.00895,17055.33519,18484.52197,15837.92484,11654.28189,Neg
745,N271T1,2.458160974,1.297579394,1.704285914,0.105006866,0.088071725,UP,270.9418565,270.9414641,270.9421987,1.229111667,0.729043333,2.004616667,14,3,8,31068.838,107200.8665,120342.0062,263516.9864,346579.0547,69380.19527,521224.6057,78748.24524,206928.5516,43596.76908,91812.44981,30219.43598,53347.18179,95688.09624,159590.3977,49990.7133,92868.96223,32194.42345,103996.7094,31863.33479,53763.79242,46150.46377,85539.43452,125101.5736,52735.51946,22353.57229,138025.1395,224089.2093,160263.8413,84052.51923,144881.3443,147899.1785,390483.4158,985245.3285,1242662.805,133934.7404,232853.6968,Neg
746,N118T3,1.558777793,-0.640415284,-1.671284503,0.105127279,0.088071725,DOWN,118.0601497,118.0600194,118.0601959,3.170266667,3.0123,3.185133333,12,4,8,16396.678,293592.6073,171161.6645,188347.9535,184802.282,346978.298,7306.863911,372648.3265,398849.0014,399512.4882,8126.603587,7524.053011,399964.3492,387923.6544,388675.1383,403004.4404,369441.8979,396253.7465,401674.8058,7576.230504,402021.819,394192.539,7050.742245,369842.0177,359191.9406,33203.77837,362141.2026,366133.2673,6544.230342,380124.1098,6408.540604,368318.5291,6021.608459,5816.616938,6717.460072,7300.607834,334560.0648,Neg
747,N157T4_1,1.343760819,0.42627637,1.687702472,0.105611515,0.088324042,UP,156.9248367,156.9244269,156.9250009,3.635633333,3.459183333,3.86995,38,15,13,4393.875,33203.98973,12034.28696,44618.22042,24228.59814,38935.27762,47445.88912,39732.14383,26127.97847,33908.88771,48184.93813,35233.40969,48725.93945,38362.04438,6824.713719,20097.87497,44225.43964,34228.24726,28656.42289,21490.41023,19084.21855,27890.87602,23080.31346,35091.57331,30969.14286,48196.24877,21889.6521,51582.39735,27043.3473,48626.454,7652.567755,87466.23688,34478.41822,65784.08557,98717.29434,46758.70896,58664.2099,Neg
748,N329T0,15.63758946,3.966946233,1.721482929,0.105711108,0.088324042,UP,328.9827425,328.9823954,328.9844619,0.294975,0.23609,1.35075,20,9,9,131028.328,95161.07327,32701.588,1488089.797,3236413.441,84339.74846,196242.9398,105937.4832,135578.0255,74925.59903,95780.94282,67150.05742,92935.7869,99151.70826,93325.86691,76296.37747,86700.23144,92353.45116,99156.8528,61759.97337,60942.12777,123848.7607,63843.18447,131339.8794,777467.4987,85104.22805,101287.6777,234910.1506,2248592.329,73452.21038,82340.46406,201905.7927,219603.9945,8559771.015,10647604.62,113696.3886,144668.5546,Neg
749,N239T23_2,1.131215303,0.177873541,1.666903468,0.106487621,0.088854047,UP,239.2015655,239.20141,239.2019364,22.90033333,22.853,22.95266667,28,12,16,6872.372,26063.68887,6434.321759,29483.64369,5094.099308,23918.36582,20405.39438,15807.95907,34584.37896,26580.63391,23816.44812,20446.59007,33339.51932,33899.70732,31682.51669,22501.43477,27239.19464,26995.69819,37010.26051,19143.21663,19647.70349,23412.08893,26123.09872,31892.86138,24906.84883,28681.66875,26334.55433,32073.73888,32865.95985,37841.0905,35313.67486,35335.9987,25290.80853,24541.64403,27053.67317,22998.68157,37071.90797,Neg
750,N387T0_3,1.375539764,0.459997846,1.683325231,0.10670265,0.088914757,UP,387.0806785,387.0804622,387.0812476,0.205903,0.178621667,0.236806667,28,12,16,8083.102,13985.35973,5419.068226,19237.41843,11242.28982,18501.65833,29759.14206,19483.7614,16811.97468,12114.31596,12489.41072,10283.38706,8441.889716,13636.14086,15587.65085,13071.27467,11543.76408,12581.21353,13257.07043,9013.461024,7189.640352,10692.61347,9091.932968,17569.59391,13628.7322,14473.88887,9892.189648,24841.34863,21029.98164,11639.88717,9622.248787,22999.84962,18068.61468,46628.40885,43805.9966,19205.5079,14607.89993,Neg
