,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_neg,29M_neg,maxint,mean1,sd1,mean2,sd2,3M1_A4_1,3M1_A4_2,3M1_A4_3,3M2_C1_1,3M2_C1_2,3M2_C1_3,3M2_D9_1,3M2_D9_2,3M2_D9_3,3M4_E1_1,3M4_E1_2,3M4_E1_3,3M4_E2_1,3M4_E2_2,3M4_E2_3,29M2_C1_1,29M2_C1_2,29M2_C1_3,29M2_D8_1,29M2_D8_2,29M2_D8_3,29M2_E4_1,29M2_E4_2,29M2_E4_3,29M6_E1_1,29M6_E1_2,29M6_E1_3,29M6_E4_1,29M6_E4_2,29M6_E4_3,29M6_F7_1,29M6_F7_2,29M6_F7_3,29M7_G7_1,29M7_G7_2,29M7_G7_3,29M7_H9_1,29M7_H9_2,29M7_H9_3,Mode
1725,M89T4_2,1.179786722,0.238526078,0.324314721,0.747621855,0.596521249,UP,89.02422735,89.01817025,89.02427459,4.465333333,4.386316667,4.525583333,75,24,15,281353.031,601368.7203,667352.0554,709486.8315,1398121.636,8164.347741,10371.19289,11912.29242,1198337.345,1380541.009,1655715.935,12916.77668,14370.99444,1382767.246,983311.6222,12280.91053,14233.10889,1114966.447,1205410.554,15231.02281,6050665.341,62811.75842,68161.82031,465503.042,722621.6997,644003.2883,17163.86347,23398.14633,21469.33332,10780.58497,17822.80913,12206.94851,2030965.438,22526.79294,23311.8193,2058685.478,2240489.775,2424761.007,14205.53536,19003.80339,18756.67738,16909.60565,18453.55393,23005.83533,Neg
1726,M363T1,1.021096331,0.030118977,0.32497737,0.747772804,0.596521249,UP,362.9795997,362.9791443,362.9843117,1.107628333,1.064836667,1.167573333,38,23,15,1980.377,12735.37436,2656.759676,13004.04403,2260.602198,9316.714789,15906.8735,12829.43763,11177.15107,14441.0926,14116.51998,12609.50869,15592.02001,13888.84623,11847.94073,12310.92029,8095.739342,8281.28234,13769.08292,16847.48527,12274.19532,14685.44889,10391.88699,9825.647413,11099.05645,10450.48825,12701.53884,14074.79788,10746.88192,12557.34797,9989.391814,14317.14371,16312.59433,13515.9321,12338.64875,14438.40822,16955.40304,14008.64515,16521.97691,8966.971963,14354.50301,11736.0846,14950.67547,14883.38765,Neg
1727,M289T1,1.019074457,0.027259463,0.325328515,0.748372036,0.596569648,UP,289.0481011,289.0477864,289.0483051,1.096418333,1.064836667,1.138023333,38,23,15,2827.459,14559.86153,3019.801102,14837.58297,1702.680595,14255.6567,14501.03922,16693.78456,15639.09394,16433.30995,15778.831,15604.92255,13301.1459,18530.56359,16346.88489,8138.144804,11405.88807,13315.89201,18823.46889,9629.29683,14140.95081,17551.05657,14714.52107,14544.09529,14653.69868,10225.49045,14485.26635,15722.79374,14712.60077,11011.51248,16950.65872,15241.92686,15941.49956,17448.12543,16017.23156,15844.30291,15509.86941,13534.55627,14992.94332,16021.6569,13499.62194,14610.65205,13682.12165,15044.83858,Neg
1728,M140T1_43,1.024588176,0.035044148,0.323455816,0.748700025,0.596569648,UP,140.3572206,140.3490172,140.36177,1.128373333,1.08671,1.189633333,27,18,5,700.751,3498.932182,824.3476628,3584.964544,781.4049506,2858.152144,3451.450739,3560.944313,2701.74094,3252.592207,2839.643996,4922.56809,2353.199678,4446.395722,4201.558793,2666.064971,2867.915065,4676.789075,4352.416826,3332.550175,3962.205153,3550.762589,3506.443951,4477.430223,4234.561633,2983.496591,3348.075148,2898.30677,4406.083513,3557.940574,4404.498426,2544.932863,2210.610889,4112.729602,4107.61438,2826.041426,2603.988578,2712.35168,4390.085021,3569.256868,3362.062205,5416.020518,3935.096331,2918.554116,Neg
1729,M155T5_3,1.1091494,-0.149453707,-0.324992957,0.749172157,0.596600591,DOWN,155.0459724,155.0458249,155.0460928,4.508216667,4.45665,4.576583333,38,24,14,6878.496,23373.12997,26104.09173,21073.02223,10577.10305,112121.2124,7210.39026,13169.2983,20763.29336,25196.38666,45234.70991,11002.31037,13216.12374,15898.05631,11962.44562,15403.36869,12961.05234,12974.15096,16727.67845,16756.47208,36274.2891,47869.64452,45423.85614,22867.88644,25449.27933,21657.34473,17029.83473,21627.23893,21731.04727,12719.838,12400.1484,14939.76288,23618.27927,29540.80953,30232.14748,13885.67016,15988.15646,22695.73194,13695.06024,11417.48902,14414.18087,7644.147451,12662.95138,9967.739299,Neg
1730,M83T5,1.070986238,-0.098939942,-0.319687165,0.751394639,0.59787905,DOWN,82.9539292,82.9484194,82.95396747,4.540966667,4.492483333,5.274866667,43,24,15,36419.223,224683.7163,140339.8097,209791.4131,143419.7073,58176.02508,37659.05564,44582.34,487140.5825,386956.557,380546.7925,176976.8569,137431.2467,137650.0697,178817.2315,164625.9943,181094.6747,357356.0143,321048.6224,320193.6819,289658.6463,300771.0837,299283.8107,6374.809707,8799.319295,8082.074925,515825.9381,385481.0302,407629.016,99153.32128,68894.12042,119597.6276,338496.97,320331.3006,394781.5892,267888.9859,254863.1663,248474.8753,128257.0252,133400.7879,143118.3115,108654.6831,93643.05974,93532.36089,Neg
1731,M259T24_2,1.040812871,0.057710708,0.318837043,0.751646015,0.59787905,UP,259.239705,259.2389532,259.2513998,23.97233333,23.94066667,24.07266667,27,16,8,3409.78,11686.51006,3470.300092,12163.47009,5868.480541,10011.22122,3494.02338,13356.64691,11219.06478,12168.20714,12033.43742,11890.79572,12812.76414,11685.52668,9224.673928,8448.457227,14138.68229,10562.61561,14778.96681,19472.56769,12862.08631,12055.42807,9274.15959,7197.719782,16903.89383,2917.360038,12531.33762,11979.36343,4072.843733,11728.94964,14273.94022,27426.76144,4500.301552,13368.32876,20590.88108,9796.055621,3206.036114,13567.93737,12221.3966,15317.49692,19675.73816,7004.770673,11389.1975,18061.29802,Neg
1732,M142T1_23,1.032051075,0.04551437,0.316695617,0.753310404,0.598856989,UP,141.938119,141.931695,141.9455941,1.128091667,1.094103333,1.16875,30,18,6,1110.98,3812.960232,1018.543799,3935.169707,1383.461018,2865.571925,4014.032915,4678.596728,2362.427139,3747.231368,3600.642751,4635.634341,3357.005154,5514.446968,2485.299719,3351.949766,3112.76238,3390.415176,4247.922996,5830.464152,4378.383113,4834.264311,4599.736038,5456.845401,8465.362572,3759.99047,3212.510911,3685.385577,3247.703634,2821.600192,4367.285143,3778.776831,3392.357553,5608.701422,5739.975679,2456.096028,2627.50863,4013.772283,2766.632628,2278.817711,2678.491998,3952.245017,3323.878473,2997.751359,Neg
1733,M303T4_1,1.059508943,0.083395765,0.315128391,0.754447757,0.599415064,UP,303.054267,303.0536012,303.0569844,4.099383333,4.04065,4.473516667,50,24,15,10822.216,26946.65063,12775.50611,28550.21731,18981.94109,22818.67003,19948.05624,14677.77674,51790.45513,46668.061,50387.79633,12181.28387,22494.14013,31870.06674,20589.28781,18283.65727,19042.70323,21990.35647,30485.80535,20971.64306,62155.63325,67248.17852,76227.98964,14107.21952,8535.5865,3893.976,22222.52614,21872.65271,26336.59619,27313.91487,27282.97088,25270.001,34782.31193,38537.73647,38891.31209,13660.82755,43865.32791,43067.53155,11268.45364,13592.71622,19662.49891,16175.85426,12235.20885,16998.19089,Neg
1734,M179T4_1,1.034304788,0.048661381,0.313534291,0.755681571,0.600049091,UP,179.0460134,179.0459099,179.0461737,4.395416667,4.347066667,4.4506,39,24,15,29461.611,194916.4362,45227.11578,201603.0033,87423.17481,107532.5365,127638.2476,123783.5363,241005.9796,253938.8541,241653.611,198638.5693,235219.4267,210017.9814,201316.9658,194115.3873,213634.2868,218305.8862,190227.8676,166717.4072,363882.8538,392608.2777,400181.5033,199969.9701,199625.6535,197154.8771,161521.7309,166189.6086,167150.3353,178209.7612,186759.8189,228904.3958,249944.6432,267094.2099,254189.3245,198481.9798,190314.3386,210414.2516,89238.64004,89431.98849,94396.27166,100210.2689,129222.7765,123374.5996,Neg
1735,M143T1_1,1.021453207,0.030623116,0.311518236,0.757155425,0.60087288,UP,142.5072213,142.5008932,142.51468,1.1274,1.098866667,1.14857,19,13,3,669.094,3524.501575,581.950546,3600.113438,933.8369875,2809.517163,3184.580279,3250.795059,2682.229681,2847.454258,2856.34011,4285.315838,3940.436533,4273.640126,4167.561805,4033.925906,3098.588124,3891.103259,3771.817458,3774.218022,3391.670865,3176.819717,3212.468662,3683.938781,3782.227504,5930.726557,4175.618528,2233.842395,3409.304392,4090.001727,4486.88049,2569.934892,3579.730164,3510.939874,3635.574067,4971.382507,2788.276932,2211.745605,3302.838548,4786.979396,2269.325339,2774.092316,3618.706523,4809.696722,Neg
1736,M395T24,1.02708128,0.038550357,0.310621128,0.758439012,0.601544814,UP,395.3875193,395.3871979,395.3922104,24.2465,24.092,24.34183333,21,12,9,1056.285,8938.729743,2462.028696,9180.801987,2208.504787,10131.17148,8937.895544,7672.334175,5885.021255,9460.704785,12060.47034,11335.83973,8301.985391,10947.71974,12014.44254,8030.153141,11186.29489,6154.932877,3559.936823,8402.043431,8176.341128,10911.60897,10040.38189,5183.076742,9989.520913,7381.231619,9810.73731,11821.27737,6162.646662,11926.34839,7731.47298,5366.564645,11672.19763,6424.470602,11421.65632,10200.15985,5792.907015,8377.521289,8677.525464,9930.13649,12145.74078,9687.807621,10531.47097,10976.44502,Neg
1737,M139T1_44,1.024209111,0.034510297,0.308909618,0.759252116,0.601843032,UP,139.4856006,139.479332,139.4929269,1.127321667,1.107063333,1.16593,24,15,4,671.258,3290.169215,713.882082,3369.821285,883.3253773,2362.031157,3003.663995,3063.054887,2260.123943,2605.454708,2779.294132,3900.161634,2721.428204,3849.585277,4224.933159,3228.494632,2884.797044,4227.11739,4261.465561,3980.932502,3340.885137,2899.327679,3334.525104,5547.182593,3365.510283,3163.658259,4697.807162,2116.262527,3078.915528,2797.604591,4481.652983,3759.04841,3600.05906,3585.240014,2702.946623,3996.421293,4030.375249,2146.64649,2978.455921,2303.715705,3192.566565,4795.180679,2512.044807,2449.67818,Neg
1738,M135T5_2,1.16832719,0.224444358,0.307679614,0.760436096,0.602263807,UP,134.9432115,134.9431316,134.9432767,4.522416667,4.479583333,4.582766667,31,19,12,21272.17,67450.13372,111430.2477,78803.82521,113197.7288,371178.8203,241181.9932,207367.7014,13870.27961,13611.45944,15201.17029,17837.17862,17761.2163,19205.75404,13280.0196,15735.76147,12840.83267,15376.74355,19147.89501,18155.1803,58320.55132,63759.09997,64535.65324,14723.16229,13203.91916,15992.35322,11181.77283,12841.47896,10797.42174,11576.46208,12231.25785,10689.18403,27962.66074,32904.70333,27075.39731,15343.35315,20184.47083,21085.73358,330199.8105,288452.6042,242553.177,349117.8614,4138.379384,232421.3369,Neg
1739,M127T1_5,1.04423851,0.062451269,0.307090679,0.760657765,0.602263807,UP,127.0764756,127.0763801,127.0765244,0.92857,0.896146667,1.324616667,30,17,12,7360.805,50663.09601,13540.49603,52904.35589,31385.26925,76752.17235,50320.51894,48076.52849,45359.33606,48565.48914,50819.23803,41454.91221,46919.31655,47035.68628,39249.97701,43545.91097,46639.93288,41876.23937,88441.67917,44889.50271,45939.63776,49728.37183,199512.2485,42836.28777,46253.74403,53543.10796,40272.45963,46348.13321,54643.2596,43907.84172,47365.38305,46824.33322,45502.28701,46502.79248,49206.83066,45363.84332,43831.93696,47461.39234,44880.44665,45279.57957,46173.2171,42594.07947,47701.2055,48032.12201,Neg
1740,M312T24_2,1.023915927,0.034097262,0.304737432,0.762538583,0.603271892,UP,312.2980945,312.297444,312.2984044,23.98816667,23.97216667,24.02016667,38,23,15,8770.502,28442.33649,6525.878298,29122.56134,7172.330991,27807.45164,36553.39032,30635.28466,29048.88231,33973.60815,41293.58429,16418.67024,28670.10718,30471.74953,18530.47636,22771.62299,27731.74438,25350.17208,24229.81699,33148.48618,19793.80776,22411.90877,22395.68268,14188.08225,28239.41005,22301.57323,33795.21402,36229.34407,40054.59036,29417.73315,20753.21233,38001.91707,19452.03095,32467.81217,33002.54501,31567.8939,27583.92225,33335.56163,32867.33353,22926.99123,29890.26461,31446.52038,35412.63847,41405.48219,Neg
1741,M95T6,1.023820498,0.033962796,0.303821952,0.763017098,0.603271892,UP,95.02506047,95.02501258,95.02513161,5.5251,5.458166667,5.60165,19,9,10,2688.365,46847.94811,9678.660538,47963.88958,13187.18836,46498.95288,70368.40559,51349.92623,46404.53226,32938.60044,56237.09843,47673.23923,41250.61528,61202.65206,44585.66828,39965.85534,42216.85295,36537.13547,41319.07541,44170.61185,59023.36136,92054.55655,74701.42024,34859.92264,35697.00714,40361.52315,42599.38838,43979.55331,48319.6764,27358.43493,47606.20457,53519.04462,43621.74452,46298.42268,51302.33504,48829.3013,47541.78027,54926.02433,42329.41488,44206.68089,35094.52836,42618.57216,49847.15524,44437.29688,Neg
1742,M131T29,1.05355227,-0.075261893,-0.304380977,0.763245403,0.603271892,DOWN,130.9921754,130.9921511,130.9922038,28.58216667,27.8615,29.21533333,68,24,15,5514.454,167350.3449,89938.87681,158843.8938,76171.27027,117519.1537,208123.3099,240001.2914,335180.7508,68214.70466,68658.77331,189317.5309,222287.1485,136621.4578,238162.1052,215664.4596,273697.1255,31638.72607,72683.31215,92485.32379,205121.7567,104236.0904,135918.3456,283774.5381,95276.88349,83338.62852,92986.93931,252519.8939,99815.27833,67684.27544,265487.3031,272713.9065,126873.9363,84032.63201,167374.029,96577.13865,183961.9308,216035.8552,223166.2498,79890.21239,95572.18306,199609.002,88318.01571,291968.4267,Neg
1743,M253T24_3,1.089225559,0.123302741,0.303142659,0.763759895,0.603332203,UP,253.1092928,253.1047295,253.1148676,24.02016667,23.941,24.252,27,15,10,11643.647,23504.88201,20336.39698,25602.11823,22068.15156,51046.10327,11772.11887,14645.77789,7194.9073,42737.52451,7091.707817,57508.1937,57767.63613,12763.32142,43388.34237,13308.76982,5260.127808,4747.47423,12081.43105,11259.79392,50134.7286,3882.66802,45087.18706,11602.85183,62370.27092,55931.82991,6336.720101,12322.4417,4430.465064,8735.427084,11327.03489,12091.08282,8162.834204,12106.95291,46474.5263,12638.68436,48979.57006,56360.17124,7087.008542,9182.5578,47642.48901,16791.17207,2695.041216,62077.12189,Neg
1744,M179T15,1.019694743,-0.02813733,-0.304181945,0.76433466,0.603440032,DOWN,179.0141666,179.0139788,179.0142133,15.00286667,14.40113333,15.60473333,43,24,15,5911.856,82755.76115,18830.82903,81157.38725,9762.973047,104719.4053,92426.0341,71242.07877,108276.0703,80977.7063,63024.91872,34217.95831,91020.93408,69971.81549,100412.4252,74920.53357,90874.45122,86248.40848,95021.81658,77981.86084,100014.5188,71008.60546,78271.31882,101734.412,82622.9431,74370.50808,98291.76537,77172.47789,68946.16022,79615.64592,77120.48389,74284.05591,75924.16769,81392.96089,80534.65156,97295.3508,67132.95459,80221.2958,80666.53661,85829.61196,86173.2061,77728.91515,67802.99923,83621.7481,Neg
1745,M79T4_5,1.034419058,0.048820761,0.299736277,0.766065162,0.604459664,UP,78.97776142,78.97772331,78.97780007,4.483583333,4.445083333,4.544433333,39,24,15,1961.336,18851.12377,4903.216869,19499.9617,8602.055396,9480.691894,11623.33332,13018.11733,17408.32452,27695.73726,21714.28324,22851.59732,23782.31779,21193.86734,17776.48193,20558.16224,20811.49825,16827.19737,16172.21931,21853.0275,27583.9768,41938.8645,46094.734,21799.36197,20737.55885,22312.0343,23592.40062,15346.42412,14282.56197,15857.1102,16635.21214,18868.5778,20198.02592,21929.04111,18199.87918,15327.62729,14974.2374,14092.74972,12973.66873,12060.36936,13013.42318,12753.86357,13368.27881,14059.09938,Neg
1746,M142T1_51,1.02289344,-0.032655861,-0.298684802,0.767447524,0.605203588,DOWN,142.4410848,142.4335112,142.4475298,1.127185,1.10758,1.14682,20,15,2,666.724,3792.965634,900.1581596,3708.075039,801.3835485,2795.610363,3259.220322,3394.093321,2716.440044,2838.73892,2782.196543,4321.956045,4268.735898,4358.537219,5527.315627,4092.175404,5147.878272,4351.445812,4065.041594,2975.099119,3442.105621,3300.068798,3241.998987,3799.177313,3700.608056,5034.620548,3647.500359,4535.854537,3491.458304,3627.118428,5009.223472,4189.80498,3520.86049,3484.187678,4173.060187,5641.460177,4528.635276,3306.206355,3055.93801,2841.827523,2418.054231,3564.006909,3031.247285,2408.777407,Neg
1747,M310T7,1.023677455,0.033761216,0.296971505,0.768615729,0.605777874,UP,310.1731174,310.1728063,310.1735823,7.370083333,7.268916667,7.41055,38,23,15,2188.277,21433.6837,5278.612354,21941.17879,5050.373798,18439.92256,18494.70403,20543.06374,23650.80537,23993.39298,20674.18939,19831.53797,17745.73868,35651.75747,25737.13397,21733.52081,18923.50104,19778.81877,24942.02231,11365.14646,20761.19925,19183.81751,15769.69234,11580.7325,23282.13483,24918.11625,17224.94949,20123.25311,22107.88994,19329.70709,30330.90849,15450.6922,21218.64594,20606.14227,21436.62386,23466.46562,22031.67153,31573.70472,22208.61887,21475.327,23971.14755,19279.03792,34592.54846,24665.2641,Neg
1748,M177T6,1.048159125,0.067857754,0.290512068,0.773047318,0.60892204,UP,176.9357985,176.9357537,176.9358603,6.085308333,5.765866667,7.262933333,36,21,10,6409.937,84008.4462,33601.73734,88054.21944,53367.74032,23351.52861,33789.02224,36411.64178,93081.01974,125311.5121,127935.8186,85149.79561,88712.09902,123970.7603,59426.12767,65498.01067,91399.69115,105652.9738,98412.83948,102023.8524,80454.80955,115322.1436,81866.09335,55172.77417,80040.5856,95307.86811,49215.06711,115417.1195,107880.5561,48672.15499,63060.22955,36937.13833,178559.8784,43474.31688,245692.3975,118897.7516,150973.5801,145347.7491,45688.8278,65397.91948,98372.05449,16042.57068,46370.08095,29137.59963,Neg
1749,M139T1_12,1.021188656,0.030249416,0.288417927,0.774725176,0.609666746,UP,138.7830386,138.7746097,138.7877522,1.127676667,1.088756667,1.15398,20,14,3,659.421,3263.611723,651.6399257,3332.763268,836.8032588,2635.301442,2840.262606,3032.95351,2180.306769,2647.779536,2370.267482,3372.37824,4134.522585,3194.318116,4288.623358,3232.58591,3441.156128,3728.054183,3855.43674,4000.229235,2852.781074,3431.218835,2976.924138,5314.31715,3450.181536,2914.965882,3117.488511,2504.717492,2558.47937,4439.732829,2961.040002,2842.335418,3533.883348,3623.816485,3521.176374,2581.129294,2688.526762,4365.616478,4570.669433,2288.734671,4838.207432,3541.091869,2905.258758,2164.025284,Neg
1750,M117T4_3,1.061277508,-0.085801949,-0.288617409,0.774878323,0.609666746,DOWN,117.0192701,117.0192125,117.0193434,4.42665,4.128766667,4.52865,69,24,15,20969.33,98516.53934,60035.91689,92828.25517,59628.21516,28051.51347,30055.59341,32107.59577,68921.41747,180382.6378,203383.7431,58715.24825,74638.47215,86723.27914,104845.5523,120956.1666,62066.27669,70924.99015,166484.0549,189491.5489,184605.6212,236202.1468,251962.1724,33393.01549,42593.44194,39099.16426,69645.16778,111844.1975,88899.32085,56628.88317,65144.66192,68379.23483,100953.3959,111279.3869,127457.6055,85401.84143,91137.87221,116291.4924,40943.045,48094.60243,47779.67619,38715.64206,124289.2121,47137.32387,Neg
1751,M213T1_2,1.039568403,-0.05598469,-0.288889058,0.775445681,0.609764701,DOWN,213.0404794,213.0387661,213.0406743,0.923520833,0.86948,2.203633333,36,21,10,8014.065,53127.80131,24131.96636,51105.63301,15626.03683,66406.39558,53487.94527,45098.48783,63508.17881,55406.70214,44170.04602,122748.1231,52565.94978,35286.38539,8903.318388,53687.4789,40840.78029,58985.27313,61278.23342,34543.72164,66141.60414,86230.80836,33648.30429,59915.49246,52379.82459,38621.95915,64558.30996,41251.08713,33538.20337,56545.74152,43262.36702,39556.43091,75899.80674,38782.62578,44447.54791,69598.66287,61710.44453,35529.17301,69174.0991,40241.39124,32021.93177,64867.95736,42507.42832,36103.99076,Neg
1752,M819T25_2,1.050986307,-0.071743872,-0.285913409,0.776812398,0.610411139,DOWN,818.5877549,818.5834173,818.5880187,25.25166667,24.57983333,25.46166667,30,16,14,14101.192,103997.0265,53151.79376,98843.0114,57260.13152,228152.5497,64171.13131,74843.63744,88907.16323,50526.4912,125348.731,89561.43976,121050.9999,114908.8535,150590.6716,89598.66447,172623.7119,79301.331,105568.407,4801.614006,64104.99196,86510.783,83223.19514,46105.05942,70274.68051,15718.2808,78803.79362,58733.94222,98519.55573,0,121839.9476,58861.29453,124079.3832,176105.9357,133171.9213,132771.7734,42178.98549,106532.3594,260984.9585,116705.7774,74483.34941,117033.3111,108910.7192,196578.275,Neg
1753,M328T4,1.019428719,0.027760901,0.284686941,0.777486669,0.610411139,UP,328.0569816,328.0567206,328.0574156,4.350516667,4.301533333,4.625933333,41,24,15,3404.719,29304.80651,5055.928944,29874.16135,7422.513733,16824.64496,28725.51572,25477.90661,29046.8893,32523.37695,29981.96447,34970.85094,35161.07758,23724.18374,32449.76076,31518.64451,35668.24511,31129.12663,26746.57614,25623.33426,25604.43335,37213.02493,32648.28858,16321.30072,20511.04196,21668.00898,25146.18273,26861.98567,19121.17676,41379.55445,28140.34731,37121.21722,33027.15231,35738.57881,29109.29646,45516.22665,36624.77849,38922.4171,22555.77663,25949.34961,27070.13903,28022.31989,28897.90649,33809.36825,Neg
1754,M147T1_1,1.032116309,0.045605557,0.283613303,0.778492732,0.610411139,UP,146.9659751,146.9657749,146.9660157,0.548449167,0.137383667,0.80521,72,24,15,39904.391,960321.1019,313313.6806,991163.0709,356026.3546,706853.3313,758972.8633,769675.8152,1387514.639,799604.4293,917846.3875,915798.7753,978152.0696,811174.8115,700063.2985,824221.0949,777026.5499,825787.8058,1599266.33,1632858.327,882091.5661,761429.6377,780632.883,751747.9849,841100.8834,1618482.112,854920.1526,1580866.639,814614.1147,471306.1629,874705.7765,782057.3638,868966.8349,1604077.528,780250.2862,1454932.664,1105487.482,1566925.618,814941.5807,737586.8738,809444.8453,710677.8396,1578037.774,742629.0977,Neg
1755,M255T0_4,1.079742376,0.11068713,0.283813689,0.778643568,0.610411139,UP,255.3436829,255.343544,255.3438767,0.25789,0.106995667,0.803883333,32,12,7,682.2726746,5276.513597,6829.775643,5895.415698,6284.400032,0,0,7600.443081,0,18951.06362,10105.43213,0,7460.129964,0,0,19273.67771,0,8307.010775,7449.946679,0,10514.05337,0,10908.68029,11376.24914,0,0,0,10128.43266,10817.06579,19521.72818,10067.89353,11478.67964,10939.26565,0,13609.31657,0,0,0,0,11067.9557,11060.65625,0,0,0,Neg
1756,M187T5,1.144219225,-0.194363489,-0.284045614,0.778660415,0.610411139,DOWN,187.0973981,187.0970304,187.0977051,4.561625,4.4694,4.671066667,30,19,11,19497.158,79140.22667,113960.7799,69165.26568,93906.18734,242636.9266,223308.8987,10002.09626,11023.95445,19435.73018,26440.69332,253256.5578,12621.8389,12937.73937,316900.7294,8688.495582,9233.186404,5763.857652,13211.95801,21640.73733,24507.20045,21839.70919,70283.1978,12377.71251,27257.56159,36180.41123,12864.71841,22701.31913,31201.96241,227769.655,206189.3609,13273.00215,44355.13608,17467.49459,25411.64054,19653.20069,276145.066,13971.08536,268239.0538,9016.010341,7943.242645,247064.7958,12804.5069,11449.33264,Neg
1757,M291T4,1.066563009,0.092969198,0.282823244,0.778927735,0.610411139,UP,291.0824236,291.0823131,291.0829069,4.426066667,4.368533333,4.487533333,24,15,9,3238.62,10036.16464,6170.221941,10704.20196,8543.182605,3952.011886,4255.58259,4900.432538,11838.74011,14311.4279,6465.13091,5570.301112,6684.515127,7314.559332,14484.97862,24209.18215,21501.67878,9311.093176,8680.342629,7062.492698,4346.875895,3671.845486,3331.266208,20862.83699,34267.7029,33796.28414,12681.43032,15843.20364,18968.6091,5079.61511,5956.217916,6781.665928,10735.85017,11208.90677,9925.277676,5158.271453,4758.454892,9528.894485,4592.169879,7397.933299,7937.651808,6852.690852,5632.726409,7584.465645,Neg
1758,M480T25,1.031531215,-0.044787479,-0.28101675,0.780365392,0.611189908,DOWN,480.3070401,480.3059749,480.313832,24.89066667,24.78983333,24.97483333,37,20,12,1901.727,15332.09332,4579.163337,14863.43128,5762.147642,23916.30244,19834.05056,13126.40007,13374.17069,10486.47741,16005.72989,21516.52792,20029.83035,17879.64786,9465.761191,15755.3436,9499.898971,14453.806,9805.949495,14831.50338,24052.76396,15959.55656,16359.88699,6912.2359,6351.805365,7615.035741,12417.61456,10325.63372,8863.096245,19694.22945,13491.75212,16811.71241,18696.8659,15744.74621,14744.93904,27861.48225,11642.77863,19384.93231,9552.125165,14058.6686,13007.13052,11574.75074,15005.80713,26592.80115,Neg
1759,M389T24,1.037274865,-0.052798241,-0.279833148,0.781385329,0.611295318,DOWN,389.2318045,389.2307764,389.2364783,24.03666667,23.92533333,24.09216667,29,16,12,2437.268,8020.855336,2989.346738,7732.622864,3341.325286,9982.309414,4113.251456,3891.8936,6547.264786,6395.264486,15431.02664,6411.15783,8346.153806,11406.57999,8112.63537,5931.222862,7560.851359,10941.66241,6721.01115,8520.544868,8070.881494,4984.055427,3733.62584,6749.615541,6448.662544,10625.13066,10036.16099,4693.552039,5096.254173,3435.001217,2680.1748,9182.381137,11893.39445,4516.653316,4946.808571,13421.31428,4222.448113,9221.54805,9995.966172,10495.01767,12455.10698,5404.223291,10843.35738,12431.61458,Neg
1760,M169T0,1.016841361,0.02409462,0.281309313,0.78138792,0.611295318,UP,168.9893279,168.9892801,168.9894092,0.202006667,0.108421,0.278911667,39,24,15,1588.56,25195.80423,5321.464417,25620.13587,3049.413446,32695.49201,24225.77443,14831.52802,20184.62663,25397.196,25931.09936,32524.23358,24225.03383,25591.83576,32518.297,26693.91331,21926.13789,16808.55384,25391.37135,28991.97041,29045.99959,27202.46424,22786.56607,27578.49245,27646.60472,24592.59238,29896.58333,24277.51235,26732.52781,27379.94808,25188.17664,26228.03548,29672.34534,25259.87238,26071.31203,27673.52655,23449.18786,23313.69511,24256.68159,25030.85744,26228.81023,14952.37188,27435.43506,22983.66224,Neg
1761,M118T1_1,1.041392438,0.058513836,0.278470877,0.782256043,0.611626952,UP,118.0509449,118.05087,118.051021,1.33619,1.040393333,1.52849,44,24,15,45647.789,1212502.709,478365.3605,1262691.152,642995.9005,672948.3784,1097647.362,1705238.871,802218.6221,1588537.753,1661971.79,1496664.14,400005.518,440202.4476,924750.1337,1841516.275,1422098.257,1010955.8,1538988.034,1583797.248,1709253.998,411870.94,422954.8888,1229162.482,1430192.693,1361449.461,1652528.709,1648477.893,1357355.063,403984.2711,1995968.079,2763199.31,371557.2213,444874.8368,1673816.46,1102742.506,1670235.032,1708318.007,391955.0186,1440105.906,1618144.359,333763.3236,1556558.193,1606118.992,Neg
1762,M142T1_47,1.02172894,0.031012506,0.276405424,0.784127831,0.612742507,UP,142.3635669,142.3588317,142.3725334,1.1274,1.098866667,1.158813333,23,15,4,676.394,3491.10659,831.0179178,3566.964634,838.2923886,2795.610363,3259.220322,3394.093321,2716.440044,2838.73892,2782.196543,3935.562791,3485.869304,2520.94731,3532.864944,5555.998889,2821.993502,4351.445812,4065.041594,4310.575185,3442.105621,3391.209553,3241.998987,4266.536058,3554.823046,2665.001342,2677.421746,4535.854537,3594.479671,3907.468342,4519.345918,3062.383959,3803.782011,3845.849945,4173.060187,5241.765947,2354.798231,2189.91442,4911.67545,4279.013279,3066.342666,3901.967775,2366.66564,2613.686882,Neg
