,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_pos,29M_pos,maxint,mean1,sd1,mean2,sd2,3M1_A4_1,3M1_A4_2,3M1_A4_3,3M2_C1_1,3M2_C1_2,3M2_C1_3,3M2_D9_1,3M2_D9_2,3M2_D9_3,3M4_E1_1,3M4_E1_2,3M4_E1_3,3M4_E2_1,3M4_E2_2,3M4_E2_3,29M2_C1_1,29M2_C1_2,29M2_C1_3,29M2_D8_1,29M2_D8_2,29M2_D8_3,29M2_E4_1,29M2_E4_2,29M2_E4_3,29M6_E1_1,29M6_E1_2,29M6_E1_3,29M6_E4_1,29M6_E4_2,29M6_E4_3,29M6_F7_1,29M6_F7_2,29M6_F7_3,29M7_G7_1,29M7_G7_2,29M7_G7_3,29M7_H9_1,29M7_H9_2,29M7_H9_3,Mode
2039,M656T26,1.150930539,-0.202800767,-1.142874146,0.263506348,0.280077075,DOWN,656.3327551,656.3311844,656.3418671,25.89775,25.70683333,26.00716667,22,13,6,2518.513,9048.044311,3349.375438,7861.503369,2814.197758,15519.45478,9778.085731,5449.47283,6362.014565,4014.106996,8138.128616,10768.37185,11498.6318,4658.508855,11895.30244,9949.648484,4848.756354,11930.34461,9661.695939,11248.1408,7513.63781,8218.689729,3622.127448,8583.113582,9677.947475,13188.7007,9031.569785,8436.550739,11271.06179,5252.813417,11357.73516,5238.39582,7186.750029,5424.23805,7213.523569,8265.310323,4111.164688,5752.262699,7072.905631,5098.9911,11082.2347,5642.32704,6194.686024,14239.34353,Pos
2040,M554T28,1.189435783,-0.250277383,-1.13628849,0.263567518,0.280077075,DOWN,554.4446986,554.4425903,554.4453539,27.7375,27.65316667,27.7985,35,22,13,6602.966,36307.42267,13878.65436,30524.91206,17701.68368,59242.62804,42493.75842,56084.14496,16874.9412,41573.57964,16744.20729,29541.00334,36014.88244,37037.35649,37396.74677,33562.14186,23388.7039,23538.34071,31472.51694,59646.38803,51841.6093,56262.44394,3689.72531,47435.99944,27708.13613,45306.23505,10609.57177,18414.13074,17184.12081,44780.07697,42494.01953,39830.75075,22606.22162,9033.648512,5663.394828,23292.27614,15493.41953,19329.2849,19412.33715,19214.67707,61520.6047,59980.91172,39118.45725,32375.83625,Pos
2041,M265T26_1,1.123485959,0.167982094,1.139857864,0.263857917,0.280077075,UP,265.1070325,265.1067701,265.1073206,25.97775,25.6575,26.13033333,52,24,15,4133.305,32572.73183,10972.99547,36595.00685,10305.31246,33081.74708,26170.91038,28695.6252,16740.76579,38619.82667,46296.51191,45849.93154,44382.19906,52458.55227,22594.55329,20063.10441,29924.50438,24390.6629,22743.87687,36578.20568,39485.02905,35137.34031,29697.10323,24809.57989,55111.02441,36937.16615,39651.04046,20591.08514,46150.0608,41582.62061,38255.67462,20248.70763,42616.53065,42570.80889,40200.76701,46330.21161,43561.45634,32754.43145,14263.30454,47851.99826,50091.07142,35144.79522,23303.79591,31934.56068,Pos
2042,M121T11_4,1.831731642,-0.873208156,-1.14178925,0.263922591,0.280077075,DOWN,121.0024747,121.0023837,121.0025367,11.19086667,11.14786667,11.2419,28,19,9,93747.203,550012.3789,704953.8038,300269.0822,594213.1596,916265.8403,1403137.752,1335410.726,1323789.615,7473.190218,8799.921313,8290.498734,10486.55068,10294.95731,1423018.703,1767865.065,8068.085833,7802.35023,9479.329995,10003.09869,15053.46492,16328.25857,17268.06976,1553861.834,7087.746923,7569.239673,8754.702653,9777.08073,11393.36139,8069.298796,9306.506168,9394.823949,11471.62851,13183.13246,14006.71428,9854.208365,11278.1493,11353.88378,828746.3094,6464.676836,8510.643714,1328369.588,1702643.42,1586711.231,Pos
2043,M158T8,1.055640001,-0.078117924,-1.136260604,0.263962087,0.280077075,DOWN,158.1174655,158.117291,158.117577,7.694591667,7.382416667,8.770766667,56,23,15,936.651,13748.32031,1815.636803,13023.6826,2118.160951,12977.17553,12384.35589,15790.70008,14631.99068,14489.49491,11158.72312,15299.78848,14446.89675,11760.06019,10813.4393,11953.8527,16378.03954,15488.49697,13277.99065,15373.7998,10187.52848,12186.59777,11408.73524,13432.06072,12266.79933,13318.78501,13629.86369,11966.1428,16679.62223,10652.42609,14657.20098,14373.85626,12001.18001,14140.4848,14213.00211,12848.30129,11698.41172,13089.49708,7939.153086,14953.99792,15216.31005,17799.11712,11222.72034,12686.58818,Pos
2044,M229T24_1,1.15175759,0.203837105,1.136018397,0.264047128,0.280077075,UP,229.1071613,229.1069246,229.1074685,24.24183333,24.12966667,24.73016667,37,21,15,2878.427,16241.27555,3922.449162,18706.01238,9399.885044,18167.91785,19320.99456,21072.43838,19966.92612,17549.27005,15442.94082,12642.44201,9204.337003,21966.50806,15984.49413,19944.786,15840.02762,12171.47569,10800.21413,13544.36081,32298.38527,42037.45481,41899.02081,13048.00153,18348.97318,13335.68418,13485.95656,13125.07736,14063.64917,15519.05066,17166.02891,15826.02336,7011.14616,10842.26713,10574.76943,19941.43391,20443.13254,10568.48722,14406.39518,19342.62875,31048.30515,14874.97925,26167.98673,13569.45984,Pos
2045,M149T5_6,1.286972788,0.363981549,1.138033106,0.264119213,0.280077075,UP,149.3813728,149.381111,149.3815834,4.9598,4.866183333,5.048216667,27,17,9,4415.686,11769.36582,8999.512238,15146.85354,9044.681893,1884.310041,6128.841374,21798.9524,3787.418763,8003.056707,25615.90035,8983.071871,4391.380992,28436.11212,5765.018555,5651.889249,22119.68281,3213.573535,12710.05068,18051.22792,17881.36709,35085.81271,22101.68706,4995.292185,10814.91748,8408.805911,7922.831741,22731.66872,27924.43029,4903.182823,28258.59195,9259.724944,12360.55381,28958.48131,22687.68467,10491.63094,17275.23912,22848.56202,5966.59308,10240.76414,8909.467968,5505.316203,12129.45685,5862.422036,Pos
2046,M170T24_2,1.050854917,-0.071563501,-1.13420877,0.264244787,0.280077075,DOWN,170.1176284,170.1174269,170.1177285,24.47233333,24.415,24.527,36,22,14,4133.544,44585.67582,3964.926993,42428.00325,7855.078957,49303.82403,50156.65559,46961.64768,35244.91978,46466.20842,44355.68314,43951.48694,46913.08979,45374.51753,45824.68324,44496.13259,46398.20511,44512.43299,41073.57336,37752.07714,32848.28565,32667.67002,30992.9246,41472.5459,38088.24681,37486.08139,40453.95797,39481.93999,37432.26702,47666.32153,49603.74792,49802.2937,39098.48067,39489.77309,37901.0182,39631.08009,42702.54195,47836.02523,30198.34312,61287.33259,54318.45326,45460.19495,51404.57012,50947.98231,Pos
2047,M979T11,1.265734004,-0.339974252,-1.14303573,0.264513872,0.28022532,DOWN,979.0029554,979.0004125,979.0038056,10.77306667,10.5178,11.0338,37,18,12,6257.627,58874.02264,36148.97803,46513.7402,26750.60314,70485.94808,53778.47917,46444.00462,149118.2676,96794.44036,12556.05145,78898.60782,43538.51672,15199.81921,75859.05093,41205.20511,22967.67531,63828.21453,86047.90589,26388.15276,61056.46385,35857.22512,18269.51124,118162.7572,27497.42204,20727.75694,44903.24606,11899.27082,36404.00915,39344.97963,25243.59926,51206.43016,97446.02106,67058.5109,59964.23445,68485.2285,28651.93036,12925.51603,52579.9052,61690.30242,28026.09792,77136.66385,20933.42242,50859.26021,Pos
2048,M486T26,1.140412646,-0.189555942,-1.133853017,0.265112973,0.280722868,DOWN,486.3787135,486.37834,486.3795088,25.62916667,25.51916667,25.72833333,22,15,7,2401.309,7349.938864,2303.641557,6444.981902,2607.159179,5767.975402,6722.444995,3959.991177,10733.72481,6415.590847,4550.98165,9940.020152,8912.896271,4753.572819,9941.800449,4880.469792,6770.783994,10326.78763,8499.769921,8072.273061,8416.270123,5406.156621,5388.659291,8489.43191,8013.776985,8946.340459,12363.97482,7376.584906,6737.136,9684.063399,5182.621405,4596.77855,5434.139837,7307.337536,8440.939013,8421.370124,5045.169035,4472.851535,5011.850873,8659.669112,1779.911356,4690.763311,4132.353564,681.4158809,Pos
2049,M221T26_3,1.175365309,-0.233109223,-1.131195178,0.266265913,0.281806092,DOWN,221.1900081,221.189793,221.1903008,25.96266667,25.42333333,26.17883333,44,21,13,2073.079,24689.40685,9439.377592,21005.73044,10580.34357,16557.44794,15192.60032,13202.73364,27892.32322,33316.24237,19123.2621,33532.78602,16128.32437,27330.32709,12090.87871,35930.14575,38593.83121,36380.03423,17027.53682,28042.62904,14783.3071,15605.82189,48692.33751,7173.307813,41310.26523,22769.35823,7923.53373,23843.4354,18259.05546,12110.43587,12513.53226,14334.9811,24842.10647,35697.79632,16544.4888,24455.53877,25295.67176,27521.15194,11202.78414,28651.15445,14564.5058,29593.28481,17524.36636,8925.309346,Pos
2050,M731T26_1,1.385480649,-0.470386561,-1.141523505,0.26649155,0.281878578,DOWN,730.5751865,730.5717671,730.5819438,25.61458333,24.78966667,25.898,48,23,15,41000.992,104704.3645,88475.35941,75572.59251,55731.192,121721.3597,167601.9708,180862.4085,94526.09519,319126.8966,252824.2554,62218.54468,61809.06142,4362.14612,50153.68032,33835.95236,52343.56686,49963.64729,57697.80642,61518.07641,23332.65484,7410.133868,7919.50698,4802.065748,17157.06649,13785.8207,43697.64657,42476.29396,44474.92306,81136.61234,75993.61578,70444.5732,69107.70614,91296.55295,108777.6571,70056.52727,52618.97557,98032.10208,116793.9325,204214.2905,206247.7872,126229.6821,115830.3135,121905.7798,Pos
2051,M231T26_2,1.197700518,0.260267211,1.137505599,0.266594367,0.281878578,UP,231.251124,231.2509035,231.2514352,26.03966667,25.261,26.1605,35,23,9,1856.091,13397.40318,7742.292926,16046.07674,5849.455146,3299.090779,17635.63983,9450.572668,4603.977,22888.61526,16683.41776,6827.213648,21464.35502,11846.99968,4410.929122,18894.39058,26494.58758,4947.781374,10766.93395,20746.5435,17620.5892,12057.80692,10769.24843,10419.3213,16614.13331,10463.61548,15000.67597,17703.09162,15379.60729,15378.4642,7645.616949,27092.62523,13015.11912,21422.23126,23995.03631,10876.63411,26918.08956,24706.74331,23857.85016,11654.11866,14977.81483,8177.433019,17125.63259,12234.3429,Pos
2052,M170T24_1,1.096380779,0.132748941,1.137489349,0.266738616,0.281893656,UP,170.0892836,170.0891616,170.089482,24.28591667,24.136,25.03733333,42,24,15,1044.746,16647.83449,4709.970331,18252.36575,3501.461993,12849.45278,17806.66797,9102.759104,14457.18959,18687.52889,19409.91402,12136.44095,20312.26033,22341.25965,7128.015052,21657.83088,20817.33163,15215.03063,16684.30373,21111.53214,17858.87289,17096.44309,19863.54982,14969.90973,16022.95034,19419.57648,14301.09934,16849.88299,18589.99806,18200.9001,20648.52169,19949.19376,16220.92852,20716.4572,22643.94786,13529.53292,19213.97685,20222.89546,17084.92968,24772.37152,24946.26324,9355.897915,19982.45923,15596.21929,Pos
2053,M314T26_3,1.111366282,-0.152334375,-1.132670958,0.267185479,0.282135764,DOWN,314.277105,314.2767163,314.2774275,25.95791667,25.874,26.059,40,24,15,2614.332,15938.72264,4458.477554,14341.55679,3989.427064,21256.54095,12344.0411,22686.35841,7316.218807,22011.9648,19975.16367,13255.12058,14905.3145,17031.35865,10192.27209,18339.90798,15768.67457,16222.97085,11982.18603,15792.74662,9814.785229,11424.55341,15175.57156,9794.23953,15419.01178,20875.27862,8757.92873,15277.6841,13309.07582,17588.8648,12122.30856,17199.92917,15572.34217,18791.7279,20586.1628,19180.6636,9948.21696,10168.5966,8830.201097,13910.97852,18994.26728,15512.99577,8653.028187,17288.95069,Pos
2054,M476T8,1.132706236,0.179773751,1.139542753,0.267227911,0.282135764,UP,476.3070636,476.3063833,476.3072364,7.504766667,7.400566667,7.720216667,21,11,10,980.517,4456.943738,1796.393392,5048.407966,1141.19472,452.4504456,5558.734153,4935.952615,5223.982941,2413.03812,5709.534715,5051.028732,5310.901418,4774.900794,992.9120933,3946.965965,5261.353982,6784.850535,4629.581047,5807.96851,3669.53431,3198.505142,4009.764459,6099.208639,6613.85903,6852.740945,6737.377277,4530.134012,4667.955814,4553.065109,5725.354891,3397.326895,4974.916337,4525.22373,5373.744401,4745.205604,4645.214611,4928.469973,3575.992602,5784.22822,6050.300915,3666.809523,6506.084435,6330.774306,Pos
2055,M177T26_2,1.225879885,0.293817627,1.132983593,0.267679808,0.282455359,UP,177.112088,177.1078204,177.1123291,25.50833333,25.02933333,26.87866667,41,14,10,3373.721,37618.09068,24300.77463,46115.2607,20126.84806,6678.967762,44043.3726,44730.7363,7432.262417,62676.51796,38044.1439,96523.36541,32307.55823,45141.49793,5525.093952,9943.4496,44936.99761,47951.15231,48206.05551,30130.18877,3438.78944,57014.96486,76464.69507,58437.16347,48393.95051,49525.81797,38034.20513,50417.82022,53448.16923,35086.37664,29029.17255,42877.18825,19166.97984,39876.71332,37254.2732,102347.2712,78657.25058,32612.0396,40650.30598,50809.97506,47819.87016,25861.30896,47001.32612,42540.6294,Pos
2056,M157T5_2,1.345941132,-0.428615312,-1.125691596,0.267791116,0.282455359,DOWN,157.0491158,157.0489732,157.0494208,5.018233333,4.821866667,5.277083333,23,15,6,6403.138,39354.35351,23809.41932,29239.28288,32105.82814,37216.24923,42071.72657,40466.67647,14759.87512,9217.198229,76120.73057,58049.88455,14374.34632,47310.11895,62029.36411,5807.906733,66123.54031,71718.20071,17449.07498,27600.40977,37425.12224,37184.89703,10644.15456,140335.5821,5348.24268,8107.735986,71013.92575,14040.39439,3753.6347,8106.083931,20143.65955,44912.16632,57443.56168,4354.542719,63594.41633,11213.64676,17047.07556,12322.11124,6756.439073,52797.09491,8557.006641,4665.804323,8417.500767,53557.98975,Pos
2057,M158T16_2,1.016456136,0.023547959,1.130841928,0.268259487,0.282811824,UP,158.1538532,158.1536753,158.1539614,16.32676667,16.2275,16.7525,39,24,15,7490.197,227734.4738,10615.42058,231482.1033,9126.093616,207329.6389,236034.589,215816.8926,214397.9572,234111.9097,234047.1152,223204.2713,231780.4944,229780.8231,214877.3486,235486.7808,227719.7343,230941.7974,247392.8781,233094.876,245775.6431,232752.4594,230339.9342,234546.9873,222450.3075,218657.69,225009.7107,240354.5554,255563.5701,227153.7366,222702.835,230424.4139,242327.9356,222982.4584,232722.0376,226281.3123,231690.206,228671.4072,245933.7251,235494.74,229702.4159,228039.6128,218249.5091,227743.2765,Pos
2058,M240T6_4,1.944421501,0.959340992,1.123012849,0.269019127,0.283474862,UP,240.0996358,240.0989982,240.1038651,5.593116667,5.432333333,5.96225,35,18,12,173748.203,93748.22197,158917.5848,182286.0585,329800.7628,8518.574426,6720.91441,43940.95009,29177.62304,28445.92118,28776.00384,49983.14959,15772.51612,10184.95591,11019.7068,517487.1095,367527.014,10385.89427,4621.678544,273661.3178,89670.12017,1060898.947,14666.17527,161368.0507,17055.34547,15008.83565,81596.10082,76584.01805,68720.25024,9020.93109,10000.06282,410808.0534,43177.85395,78260.56464,15442.16634,31176.10692,43007.0784,104362.9587,10763.14797,26422.47427,23424.6711,1130860.746,805137.0971,47433.64711,Pos
2059,M339T22,1.230357613,-0.299077708,-1.130239569,0.269182052,0.283508783,DOWN,338.9674729,338.9672507,338.9679035,22.16591667,21.30783333,22.99016667,54,16,12,1095.357,25173.39243,13687.41763,20460.22404,10844.0419,15547.29171,14594.87114,25709.74405,14608.87887,16789.47367,45432.57516,21896.66131,48164.04256,28818.38922,11502.89434,15180.35295,46359.02194,11474.26116,42748.01054,18774.41777,11823.40945,13022.64609,29790.6749,9851.136854,19413.66718,21148.26784,11558.02873,18622.23346,18218.48703,14822.97552,19738.25356,15399.27609,10855.42884,17436.13157,49250.75448,14451.8467,30850.45456,23183.37319,14470.89068,19686.75909,53073.27759,13877.76265,19082.72434,21416.91666,Pos
2060,M414T11,1.217118581,-0.283469733,-1.128488839,0.269418603,0.283620177,DOWN,414.2694257,414.2689856,414.2707506,10.72458333,10.24,10.97756667,48,23,15,2103.396,19790.42074,10092.18157,16260.05966,8480.649643,13423.41615,15605.56026,9042.397373,27490.22673,4193.061811,29431.83702,20430.24787,17478.81165,23721.92899,7299.917799,11162.06256,41539.39767,30094.30579,24665.3971,21277.7423,20191.03197,6193.70637,13602.88001,7006.976987,10647.44676,10523.63442,7634.244733,21261.27124,10238.7328,33345.60048,39205.10077,20914.88911,11687.44586,23062.92761,15975.98346,14312.53505,8631.869002,24824.24291,15502.30062,20821.53658,19902.47161,7764.173631,19814.87091,7175.558986,Pos
2061,M310T5_1,1.259435874,0.332777667,1.122008527,0.269617255,0.283691586,UP,310.0864638,310.084405,310.0877866,4.910433333,4.792083333,5.501,49,24,15,125650.023,659620.999,293332.467,830750.3496,648560.0143,222456.113,352115.5542,441804.4181,444048.631,891981.2456,1114058.029,774654.1984,1024969.62,1110907.165,501704.1417,724564.3882,855325.9504,303870.5123,530011.2615,601843.7566,1847201.566,2254860.347,2301784.424,170904.904,223603.2968,155366.01,576271.2692,703522.8056,827313.5318,794353.1256,887831.2235,866099.8533,1278407.37,1363804.349,1483124.962,783003.784,922624.0633,1020375.911,46456.53981,189422.4967,159660.1247,299900.805,379328.2888,402787.3398,Pos
2062,M125T0_1,1.201258603,-0.264546763,-1.121702992,0.270053732,0.283863049,DOWN,125.0599283,125.0598492,125.0600002,0.179746667,0.066741167,0.266203333,31,18,13,1517.712,22608.73522,10806.34636,18366.07657,12510.08986,23014.17113,28240.43911,19116.96816,16335.18447,0,0,23664.32744,28029.4594,18182.51256,31900.21786,24625.36369,33612.62313,24779.57661,31397.64036,36232.54439,0,0,0,21883.83051,26268.49336,26442.99467,32302.03992,11324.81996,19014.00844,27397.26864,30521.33037,13136.20008,18989.15337,30973.95194,0,0,27897.20784,0,14413.46589,24230.99418,33132.7339,37153.5207,26262.65432,19441.16969,Pos
2063,M403T25,1.151671592,-0.20372938,-1.138450487,0.270124149,0.283863049,DOWN,403.2326684,403.2322209,403.2332014,25.3405,25.25966667,25.41116667,32,19,13,3033.09,15421.51974,6501.152382,13390.55322,2959.320932,20946.75791,9358.45505,6691.932421,26100.02184,15479.967,17455.47827,25077.50509,9891.010618,8710.713422,18933.29958,13680.84717,12067.54608,25070.26128,11677.28387,10181.71655,16171.18828,17742.21029,15232.15571,16346.06259,14604.41696,11294.02107,17769.90875,15291.57094,13187.76264,12931.98847,12675.00334,11318.12813,17430.83865,9412.841029,13296.19873,17962.91846,13543.12341,14486.39366,11240.55544,7576.70554,9917.66167,9630.627888,11080.93945,11230.05611,Pos
2064,M162T6_4,1.192935707,0.254516291,1.120947802,0.270172905,0.283863049,UP,162.1123093,162.112217,162.1125349,6.1305,5.988116667,6.34145,39,24,15,623168.688,4821740.407,1553028.58,5752026.302,3559632.264,3247758.559,5135842.158,4838977.698,1969711.963,3525641.393,3603408.475,6963038.828,7452665.661,7263556.277,4938117.522,5629965.583,5366035.657,3999153.448,4200646.577,4191586.306,12070084.91,13983419.92,14314075.2,1650951.098,1745143.869,2255505.178,3619685.658,3747304.75,4197537.228,6048851.012,5635689.989,5613381.801,6859835.695,6985079.387,7221555.847,6865256.949,7200235.385,8055798.926,1421394.928,3100733.77,3165549.135,4124140.028,4139543.938,4027876.636,Pos
2065,M242T26,1.062271811,0.087152966,1.127836587,0.270385291,0.283948018,UP,242.2478956,242.2476391,242.2481838,26.36733333,26.31083333,26.4365,39,24,15,1314.997,15261.35649,2784.892333,16211.7088,2152.144952,11513.28459,15406.39398,17116.31531,17267.74491,17991.80544,15092.55808,14677.23114,16120.53187,15835.83551,13252.52133,18151.48807,15009.92486,15900.81908,7639.589183,17944.30395,15018.39104,16567.20233,20312.52797,19939.52931,18779.49108,13702.30914,16205.68753,16303.35073,17023.34304,16029.2288,16954.10865,13057.31643,14085.63061,15881.23135,16366.26757,12223.05303,16646.67549,18091.12226,19430.9589,16291.80653,17516.20073,14612.89941,14934.07737,13108.60189,Pos
2066,M105T11_2,1.241584397,0.312182332,1.12277606,0.27051565,0.283948018,UP,104.8758608,104.8675755,104.8813829,10.7836,10.49643333,10.8713,49,24,14,3831.268,40265.82323,26379.04651,49993.41785,26232.42548,20882.21061,96571.04106,12726.00826,3087.527058,61649.79777,34024.22492,27232.86689,51827.59497,60776.63687,35709.17918,59120.21375,61251.75862,55196.7158,21800.77614,2130.796498,83413.36421,87996.00657,87815.47125,3534.032852,79002.05007,42153.79964,68439.99243,45575.5621,90123.08842,48642.83804,37168.87703,43993.57063,34424.08329,63503.96625,87024.54676,59291.32289,34097.62746,4657.183575,20969.68692,37109.1072,40213.59508,34748.7224,17238.52276,48705.0105,Pos
2067,M217T1_2,1.034833284,0.049398363,1.12639468,0.270901739,0.2841733,UP,217.1047632,217.1046146,217.1071982,1.251633333,0.655185,1.95235,49,24,15,17091.588,195071.493,19884.6815,201866.4738,15515.9826,162704.4251,210298.4635,213199.3891,165020.0569,201786.6925,216071.6669,173550.8853,199372.4689,213681.4774,166745.6036,208258.7082,215913.595,181691.3114,192124.2924,205653.3587,196421.4641,200869.1129,211541.9864,174141.3611,175912.8726,189290.1467,188463.9036,208859.4067,230370.4588,199241.7184,216720.1515,227993.6167,190191.7494,223096.5389,221506.3013,190555.3317,199317.18,213798.4721,183994.9098,192910.0152,210180.149,190877.8695,201955.5654,206585.0892,Pos
2068,M158T15,1.031462764,-0.044691741,-1.117313612,0.27117252,0.2841733,DOWN,158.1173853,158.1173068,158.1175757,14.80673333,14.4696,14.88683333,39,24,15,6447.39,195186.026,11645.18897,189232.2562,21552.04888,208501.5878,196424.0227,199576.2316,169070.5571,181783.0421,190647.6855,207009.1485,186176.8865,212801.2146,207433.5291,188444.6351,198767.1709,199501.9808,187508.0655,194144.6326,179537.7358,179726.6068,179790.937,176842.9488,192008.5238,202792.4533,191794.9993,182086.3375,199070.3374,187533.1818,194737.3557,200746.1668,179974.8894,179242.7304,197820.3949,201551.6914,188513.3076,197479.9417,101368.2343,203738.6737,216087.3201,201056.3684,199845.37,208227.6426,Pos
2069,M576T26,1.166191933,0.221805248,1.124293022,0.271238565,0.2841733,UP,576.465896,576.4596763,576.4692945,26.0515,25.96133333,26.34933333,40,20,14,29300.734,96396.26208,46100.24577,112416.5432,38374.25675,199891.7094,117137.9026,61577.12401,67843.541,139559.6449,114036.8088,39949.90336,115996.8661,35361.76156,148764.4652,104372.7828,118104.5105,68968.1308,54921.10552,59457.67454,172630.2784,24307.81418,76838.09716,116416.7312,136481.9692,118287.6813,185998.3667,101600.6804,75382.37731,115951.8266,122142.939,56419.31484,121025.4271,102206.8736,131901.2997,155515.4775,138635.7384,71397.50337,135003.6494,132997.8084,47558.39122,105402.9543,131541.407,122352.4298,Pos
2070,M176T2,1.170091773,0.226621689,1.120600575,0.271254438,0.2841733,UP,176.0229567,176.0228737,176.0231209,2.061033333,1.579466667,2.874216667,45,22,14,922.084,21765.11525,9959.727031,25467.18231,10159.91669,38243.29692,16106.81484,28451.69129,34389.30624,32515.50559,15941.16878,23887.19157,17848.93636,5687.349149,10761.98246,30843.47188,20436.56887,17781.66879,26348.37792,7233.398122,33864.66341,27832.82538,24164.1636,30464.41809,12997.85539,32482.45878,28555.83395,23860.61659,35453.07936,13893.39228,33713.90825,10139.00664,33681.18543,48235.52707,24005.79839,23174.22014,15976.48673,28590.00426,25739.34056,40296.41572,28747.16495,7376.650608,15224.83085,12742.5289,Pos
2071,M103T0_1,1.206235867,-0.270512039,-1.127078803,0.2716095,0.284407878,DOWN,103.0394235,103.0393576,103.0395017,0.142081667,0.066131667,0.435656667,42,23,14,1408.868,23538.3401,11990.80452,19558.3803,8319.904482,35986.34488,24422.36678,24785.96898,43232.84737,23909.65527,25169.91873,31454.03727,0,8988.563533,31364.65114,7366.83448,25515.38869,35814.41258,24127.85116,10936.26064,26963.71657,27856.78005,26041.67618,21334.60492,23782.37974,24006.99588,9959.307101,11024.95528,25611.24166,8887.882899,10394.28403,8678.384852,23164.22952,25394.93526,27732.62912,29693.82318,25499.58264,25774.69072,11158.74793,26343.84968,22513.10208,14979.52957,0,12603.7983,Pos
2072,M193T11,1.17488738,-0.232522473,-1.12340575,0.272076588,0.284759476,DOWN,193.1308962,193.1307288,193.1312853,10.514,10.27293333,11.1,37,18,10,1479.699,20267.88807,8832.555771,17250.91989,6947.69737,28564.702,19751.37272,10994.60979,25894.17825,21636.28216,4351.863504,42540.37401,15681.73511,22653.5246,12059.61756,24039.65105,13982.77592,18896.99864,20614.78223,22355.85351,9248.995754,14320.99551,14355.48792,16871.87579,15429.21053,3780.232092,20470.20177,20107.62773,28716.28958,23385.46553,14074.66982,19010.71664,6407.910587,18836.15193,14066.86968,20928.03298,12864.23879,15974.09468,24041.84578,18817.8104,25724.87297,3838.227277,23914.95556,28835.29794,Pos
2073,M177T0_2,1.122379663,-0.166560773,-1.113194732,0.273322391,0.285925358,DOWN,177.1122074,177.1120553,177.1123814,0.153530667,0.066741167,0.54197,47,23,15,2546.478,51463.81791,14268.32494,45716.09027,17722.55658,60574.01391,34074.76927,33636.61316,53182.47992,63773.22848,67237.079,60453.34216,65566.2365,35288.30714,29288.48813,30603.97973,57670.95511,57991.84262,61838.57495,60777.3586,57290.81081,72034.76253,56782.10066,61818.53279,29474.85734,71741.97101,56333.72261,69177.22834,62554.34947,33818.08996,60252.67696,0,43828.42403,33517.76187,36160.82697,60950.88127,41928.0128,38660.767,30737.31248,35672.80686,54301.63793,28001.84586,32408.1985,29738.58842,Pos
2074,M779T25,1.143602064,0.193585129,1.11231155,0.273603034,0.286080938,UP,778.584012,778.5831742,778.5916753,25.4085,25.24166667,25.589,45,22,15,21380.336,91166.16551,23246.22777,104257.8151,49598.78526,73888.17187,108365.6818,106059.5139,50795.48703,92159.63252,121397.6992,110353.0931,117205.9614,128319.5444,63304.10315,70982.45131,79589.43804,74676.66239,92849.24068,77545.80194,34817.68605,63129.5531,61719.12938,6667.169786,5631.528493,14342.55196,120125.1366,155429.6461,140811.4079,104608.8927,126516.1779,96340.71205,111630.3141,131792.8148,127618.731,133168.1352,146862.8822,164266.1344,58363.54258,141723.4369,148554.8583,141505.2882,134472.3897,132089.4422,Pos
2075,M387T26_2,1.032995737,-0.0468343,-1.110899698,0.274003995,0.286106045,DOWN,387.1929639,387.1928225,387.193175,25.62083333,25.5765,25.65066667,39,24,15,13087.875,127882.6818,9707.849403,123797.8795,13179.68041,138461.5153,124011.3272,136008.8453,105941.6892,117167.5193,135429.8669,127801.8452,120629.7514,133591.7147,128446.4907,129372.3086,131846.7566,121123.1881,123153.3531,145254.0549,108387.6825,98256.20042,114335.1143,115070.408,126340.3693,124710.306,116457.4637,120346.415,121807.8789,139547.5038,134337.1352,138884.2409,126416.1659,129738.7524,138397.728,131803.0703,121592.5501,132226.6093,84071.63564,125049.7812,129790.2092,137661.6606,123598.1422,132322.0852,Pos
2076,M549T11_1,1.15017468,0.201852984,1.110582512,0.274005987,0.286106045,UP,548.9166828,548.9153167,548.9176965,11.24828333,11.1737,11.35433333,38,23,15,7159.077,23167.24072,6896.277532,26646.37369,12626.91969,11481.12524,24086.16396,19153.78944,11101.24426,21479.53814,23778.68927,31150.62552,36206.12818,20026.36823,19316.10928,22753.25862,20922.34671,28076.34607,30984.2811,26992.59674,49023.48922,55674.96958,54039.69931,11942.77188,17147.1021,17444.12456,26938.82106,30518.92805,18772.87707,22494.12382,28488.47893,21106.56536,39141.20612,31569.91271,33618.21747,17686.15812,35740.69661,26204.68522,8380.665521,18426.14348,19556.54683,16740.51491,21407.64317,17448.62744,Pos
