,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_pos,29M_pos,maxint,mean1,sd1,mean2,sd2,3M1_A4_1,3M1_A4_2,3M1_A4_3,3M2_C1_1,3M2_C1_2,3M2_C1_3,3M2_D9_1,3M2_D9_2,3M2_D9_3,3M4_E1_1,3M4_E1_2,3M4_E1_3,3M4_E2_1,3M4_E2_2,3M4_E2_3,29M2_C1_1,29M2_C1_2,29M2_C1_3,29M2_D8_1,29M2_D8_2,29M2_D8_3,29M2_E4_1,29M2_E4_2,29M2_E4_3,29M6_E1_1,29M6_E1_2,29M6_E1_3,29M6_E4_1,29M6_E4_2,29M6_E4_3,29M6_F7_1,29M6_F7_2,29M6_F7_3,29M7_G7_1,29M7_G7_2,29M7_G7_3,29M7_H9_1,29M7_H9_2,29M7_H9_3,Mode
37,M760T25_2,1.8683154,-0.901738025,-4.35534238,0.000134423,0.007878577,DOWN,759.7227546,759.721195,759.7247473,25.4065,25.3295,25.45616667,23,12,10,5782.251,23484.63006,7458.243474,12569.94941,7856.561049,26854.40721,35769.32092,21133.83972,14204.80219,13174.0074,21955.00504,15522.59853,15135.92325,35700.65694,27569.32876,21530.67696,33130.25797,22492.13711,27106.76016,20989.72873,4268.550575,3303.684761,2444.425978,6884.994098,14388.78637,6848.617848,4770.509641,6872.802658,6388.339928,18300.576,38626.28862,18310.36301,15209.43326,21302.60468,16019.61626,13927.66408,15250.30201,12130.13732,5383.994791,9951.021641,12175.81648,15115.51205,14580.88598,19223.85777,Pos
38,M785T25,1.884889961,-0.914480302,-4.356782953,0.000160553,0.009141566,DOWN,784.5850106,784.5830211,784.5910601,25.45433333,25.37933333,25.90633333,59,24,15,986492.438,8623945.434,2909803.312,4575304.454,2679185.156,10025594.91,12996340.48,12365880.08,3628106.915,5607070.558,5430658.665,9398417.612,9069688.979,9766719.803,11129885.96,10194786.99,11539454.47,5766441.684,5973762.178,6466372.224,637097.87,814604.0194,730145.6781,4376549.943,4709955.91,4906515.814,2019103.489,2268580.865,2379666.183,9421528.389,8632617.409,8753222.172,4179992.436,4412528.461,4669694.864,2052216.121,3245150.967,3573583.642,3005903.429,5455037.296,6239019.059,7618703.7,7448113.751,8257775.436,Pos
39,M137T9,3.800393296,1.926148728,4.230833836,0.000164403,0.009141566,UP,137.0457092,137.0456199,137.0458674,9.476091667,9.08175,9.588,22,17,5,7565.584,25984.39227,32720.0202,98750.9102,73392.46721,3112.083286,4996.165333,11435.37897,35950.69147,95899.05232,110818.3937,11309.60372,20445.04968,23826.87101,4243.07612,8021.007837,11260.7506,9047.167499,19393.73947,20006.85309,220867.5469,194509.83,200056.2122,5371.864483,7795.393508,7225.644297,130497.5569,203775.5289,201210.7282,18601.77461,31618.65337,34252.97539,72064.04108,60414.9865,60577.13566,133582.5208,180787.0601,180368.6375,53065.22205,101023.2165,110513.2789,48386.03935,55226.54809,58229.44959,Pos
40,M217T5,2.239089262,1.162912043,4.282605819,0.000175523,0.009177009,UP,217.0663851,217.0656381,217.0713086,5.483366667,4.6571,5.684766667,42,20,13,5983.176,12471.93765,5273.334941,27925.78167,16371.31943,11653.79351,13818.97701,6119.065923,15252.18712,16508.51584,24993.34351,13965.99283,7930.149152,16791.23164,5901.142809,13203.91723,6622.483459,7416.964896,10388.9063,16512.3935,49344.64914,52880.60923,60027.96785,13001.95104,14365.48443,15855.64226,39478.77842,43707.71155,53744.8254,8774.707935,12125.89783,19609.05979,21647.27737,13540.16776,13859.89431,38383.65547,43931.18245,43432.67435,12114.08798,19745.93104,30190.15168,18525.78363,12911.79764,19018.87145,Pos
41,M117T6_3,2.064753914,1.045969846,4.311138132,0.00017789,0.009177009,UP,117.0741323,117.0739929,117.074304,6.128025,6.016383333,6.308866667,38,23,15,21416.127,81700.00091,25929.87316,168690.3967,93251.93505,65788.19196,108009.4541,105669.963,35922.69795,72969.54348,79281.09572,102498.2841,117125.4014,131737.0599,62487.6901,68188.61537,79647.07194,54988.08481,68581.85412,72605.00558,310208.5342,302948.1417,366818.6686,8052.203205,19790.97631,10673.64131,139315.4174,154735.8754,180350.5763,99798.17792,112837.038,118273.8054,215444.6746,204297.4036,239592.2006,204383.9623,231610.3589,265057.3172,52710.20693,137621.7513,160384.1416,155953.5375,166652.4512,191058.4587,Pos
42,M769T25_1,1.891867636,-0.919811155,-4.170781093,0.000179888,0.009177009,DOWN,768.5527856,768.542043,768.5535027,25.457,24.79833333,25.601,58,23,15,15630.403,129829.6211,37747.48002,68625.10814,53744.32409,167163.8664,196660.5187,133142.7578,53900.05673,127210.3295,105697.5527,125694.3994,129125.88,143047.1626,147688.336,153781.2215,177695.5889,73397.4103,113117.2466,100121.9897,8628.323352,9659.820495,9637.212312,137116.6076,132091.7459,99392.58657,11404.80314,87037.04063,13284.83956,145738.55,154518.8571,142001.6742,90872.83791,111234.2323,118700.4527,29156.28443,11940.80695,6044.485575,13429.33924,27314.77327,71968.68958,30907.00308,92351.81762,92569.81201,Pos
43,M691T25_1,1.739569394,-0.798730231,-4.256097926,0.000181967,0.009177009,DOWN,690.5075205,690.5060963,690.508032,25.458,25.35116667,25.537,41,24,15,18184.734,144000.0331,43143.33222,82779.12544,44582.79292,169040.8485,200653.4253,214652.7561,87283.25202,132917.8459,117094.0102,148446.4863,135286.2531,148481.5277,171720.8111,167945.1092,187096.9566,106078.5121,116951.0101,56351.69171,33469.27902,33515.65151,19567.1756,69532.85172,76109.37907,57290.93103,26758.35558,11776.22114,37765.13713,176238.7379,166164.4205,150607.9784,98819.83449,109359.3316,83702.22947,86934.62861,79453.46227,98657.07717,59363.39916,86172.95976,103689.1304,120810.768,76152.94926,124787.1219,Pos
44,M715T25,2.085006135,-1.060051628,-4.282722091,0.000186753,0.009204336,DOWN,714.5076372,714.5055897,714.5081353,25.4075,25.35116667,25.69816667,31,15,15,9898.796,56680.84129,21285.989,27184.97579,20333.41281,60592.46348,101908.1604,98383.84187,27996.36025,44327.29433,49980.73761,60703.20067,36291.76544,59423.95992,64083.88707,60752.78408,65593.00874,44692.15317,31754.12627,43728.8761,8164.099553,7942.96946,6971.154346,36696.02372,40256.01292,30352.20877,5040.271337,12037.09386,8691.18917,70855.59768,62684.33013,71847.62557,31382.54221,43185.60879,43899.07369,20575.89093,19131.70361,13961.86034,6658.597524,27059.45002,15589.51296,24318.62693,37237.6573,7900.318132,Pos
45,M707T25_2,2.251138177,-1.170654613,-4.366402821,0.000196447,0.009466921,DOWN,706.6731604,706.6719288,706.6740266,25.409,25.34066667,25.46233333,32,18,14,5551.535,26629.55644,11138.60249,11829.37445,8788.013145,23961.9932,36311.95229,49306.55184,15268.57189,7332.01242,24275.832,30748.29736,16423.6842,32459.20436,40148.17048,23778.08834,34664.69902,23538.21301,12792.19517,28433.88099,4526.815328,2653.991947,2806.639457,4712.54553,7786.641165,2964.568686,4078.630505,3383.863947,2721.704858,13429.60834,33365.41046,17936.15481,6106.920844,19196.24975,9445.185903,26945.01298,21470.05841,21648.23739,2833.357542,20651.07641,14445.5642,12293.51613,12566.14103,15937.09128,Pos
46,M736T25,2.047738698,-1.034031631,-4.295179557,0.000204368,0.009634572,DOWN,735.5728742,735.5658602,735.5787778,25.482,25.432,25.82533333,42,24,15,116239.477,796825.1739,302556.3655,389124.44,264146.2025,1204117.405,1269686.827,1417250.639,382586.2281,606517.6617,665884.1052,733848.4624,652914.4798,780799.1279,916028.1578,804936.3868,941405.5135,517063.1949,552832.461,506506.9589,94045.24254,75702.97598,64840.3415,170155.3249,229887.5103,186362.081,178119.5558,246487.7718,252153.1397,721164.1595,640285.3277,590556.0434,306603.7384,351593.8396,346159.2329,329003.1393,210659.8389,320534.526,450679.3173,914922.5624,999532.6945,687939.8253,699457.5499,272140.8213,Pos
47,M774T25_2,2.441469025,-1.287749474,-4.468805676,0.000211805,0.009772734,DOWN,774.0193581,774.0185162,774.0215067,25.42175,25.355,25.55383333,30,17,13,8946.313,54595.3715,25013.02905,22361.68919,15736.22401,59880.92082,75494.03094,92690.43223,15642.01005,27692.7436,30621.35934,48850.4246,44642.89749,63477.31165,85216.73059,60155.86731,99185.57842,31257.07785,41494.31206,42628.87562,2843.250317,3441.243941,2257.617316,31756.08624,39018.04182,36366.40654,8328.325403,11063.74633,13551.80183,18377.94969,46344.97641,32501.20146,10505.1875,29314.75156,6438.58602,12720.51407,13849.20735,24998.01696,3894.97372,16317.63664,32469.42562,45620.00385,49590.7415,45110.84853,Pos
48,M388T26_3,1.919531729,0.940754407,4.091644778,0.000226137,0.010216619,UP,388.3057266,388.305135,388.3140662,26.05808333,25.6125,26.16,28,16,9,2254.95,9727.201258,4815.710421,18671.67145,8808.180942,5320.051758,12823.5549,4503.480429,13701.65452,13083.64448,12110.08652,7757.883406,11299.7325,17704.28637,11220.68759,2498.604148,2799.384127,4307.19702,11520.44498,15257.32613,30900.3678,28286.13977,31252.43584,5593.643529,7748.62497,15727.04777,29501.03247,34198.49145,31162.21684,15158.95579,14715.17646,3405.701044,15270.07274,20358.62748,17910.26003,22757.03857,24530.00276,20877.98238,11853.23788,7702.698583,17651.46053,12906.86847,14423.52882,14228.50276,Pos
49,M429T26,1.585912797,-0.665313445,-4.257610808,0.000248981,0.010845449,DOWN,429.3728204,429.3726411,429.3733084,26.3965,26.35066667,26.43983333,39,24,15,14989.379,115090.1008,32527.78976,72570.25801,26472.0516,112814.3789,143763.0676,166542.2886,81682.54584,127847.145,139396.6935,88341.52871,117561.4163,114213.0281,115869.8984,146717.1829,157414.0638,61132.98169,70676.18818,82379.10528,30124.6009,32205.96692,31484.63555,41197.15487,65519.15973,63525.69756,60132.20845,75426.87797,75778.43091,87314.5398,99039.07074,88386.55072,61165.15028,74874.86273,80114.55205,51527.90729,66500.43371,71611.63427,45755.22264,101384.1305,113952.4953,89163.55356,106589.0717,128912.2842,Pos
50,M602T24,1.91619729,-0.938246107,-4.189424188,0.000250058,0.010845449,DOWN,601.523623,601.5137777,601.524273,24.261,24.16566667,24.33916667,49,18,13,2457.443,18568.15569,6617.514569,9690.106437,6141.1298,26957.89181,23740.64936,24134.06905,8952.727817,18496.4108,15293.15852,9870.093874,15618.0874,25166.6427,22748.15549,25582.8497,25264.39459,15976.13505,11033.66476,9687.40448,3178.342512,3660.683443,2624.835186,9663.721949,7021.04929,8242.675278,7032.68813,5223.725054,7554.579034,16262.76708,21596.9759,21398.52089,9698.731968,9071.492607,8545.468335,4673.131806,5998.279691,5023.575556,3898.482253,12635.20238,12588.02764,7185.338958,14964.45284,24819.80673,Pos
51,M759T25_1,1.508749717,-0.5933535,-3.985987283,0.000304155,0.012741876,DOWN,758.5686106,758.5594977,758.5743423,25.442,25.36233333,26.35083333,55,24,15,2223635.25,21754523.67,4301799.49,14418908.2,7188646.072,26122961.06,26476509.85,30171318.28,12177550.15,17464740.18,17554852.82,21555698.08,21327406.4,23198105.87,22926642.38,22094347.78,24575693.85,19865938.93,20156066.14,20650023.26,4232046.18,4491857.202,4150230.072,7998184.664,8940610.37,9006619.771,8002013.664,8526243.066,8863406.549,25003688.02,25408684.23,24065396.98,14545716.69,14863275.55,15623524.05,13668307.95,14225923.62,14829461.43,9645106.372,18902405.28,20965014.28,24237737.97,19912383.87,25945958.98,Pos
52,M751T26,1.759205215,-0.814923786,-4.016053646,0.000305534,0.012741876,DOWN,750.5436268,750.5428257,750.548844,25.5325,25.45533333,25.82533333,41,22,14,21776.744,183828.7391,54842.85238,104495.3355,67475.75077,236400.4646,186661.877,323979.2773,148146.984,174357.7809,157443.3547,143416.0373,160846.1112,172930.3546,210886.2132,195641.7278,226302.3765,72599.17328,181348.0582,166471.296,7727.868444,15367.70612,57434.21619,107872.1989,141728.6825,126990.0096,19927.68786,33967.43435,27251.73831,164314.8506,221857.029,114152.9416,108411.1761,127012.9682,155879.4494,57575.02388,56389.07672,77852.96486,219533.1057,3585.587734,156020.8684,163581.0499,152188.9625,191265.4543,Pos
53,M758T25_2,1.76664422,-0.821011529,-4.121848823,0.000321083,0.01306688,DOWN,758.0022795,758.0011026,758.0043495,25.42116667,25.33766667,25.521,29,17,12,5340.68,20807.61307,6966.974588,11778.04384,6124.851914,24517.1623,30879.11859,34299.08882,14391.03044,22452.59595,14744.74596,15317.20685,22799.85848,25494.63323,28115.4994,20252.94474,19156.9818,10076.58012,15816.72441,13800.02491,4097.470352,6053.157258,4133.674653,8229.85279,12002.97168,9538.88144,8712.812325,7506.087104,10037.51033,22134.93042,20005.03715,20348.973,7699.144549,19848.41104,16713.36505,4155.540407,17590.95281,11693.0563,3730.42761,11492.72254,7712.37571,19356.67188,20373.28103,9505.744618,Pos
54,M137T8,4.781421582,2.257439615,4.066364259,0.000325379,0.01306688,UP,137.0457469,137.0456475,137.0458465,7.894066667,7.77315,8.340733333,24,21,3,6259.509,24750.45913,32683.96174,118342.3794,104902.8814,1952.012846,8324.485775,14653.9215,34704.86239,52145.27065,132742.1407,9576.723396,19591.55651,24951.02684,3061.812262,5345.335114,13844.70237,9248.895987,15369.00716,25745.13339,286094.2672,316855.0813,320164.4611,6014.223855,10892.78839,9330.391406,150070.1491,272588.7454,199860.5787,16136.46741,49134.76795,35261.22356,40161.29442,70115.93839,128103.2882,110602.0024,160329.3228,257484.3656,31452.88803,117480.6086,124884.9713,33039.98251,32011.80666,62147.49193,Pos
55,M169T6,1.684812855,0.752588349,4.125967747,0.000341555,0.013467117,UP,169.0493465,169.0449788,169.0495342,6.014683333,5.387816667,6.137883333,53,21,15,3476.219,21369.03162,3304.420595,36002.81917,16865.23682,17478.16549,17680.54954,21534.6191,16756.3847,25156.42744,22218.96807,24483.17487,24931.54978,26668.3723,17602.46037,22952.87598,22608.56316,17169.29268,22439.95161,20854.11923,62646.58178,53368.06382,64412.05789,4111.579375,5038.282664,4953.514952,51815.32936,45973.30208,51084.25747,28664.44993,27651.82039,28767.46041,44024.67736,38650.77198,44432.26601,45610.65648,47797.76225,43613.74364,15668.49929,31375.6933,37503.84121,26248.09364,31390.43986,29264.51503,Pos
56,M137T10,2.928988165,1.550402364,3.921935275,0.000390677,0.015128886,UP,137.0457011,137.0455504,137.0458006,10.31893333,10.11043333,10.67903333,37,21,15,40316.867,107658.058,105241.5646,315329.1776,222644.5875,39702.94353,21282.36292,29981.87826,353695.7003,268293.2204,275666.7252,139931.2234,90810.61456,91057.46457,54283.67873,30177.47951,39405.3574,76736.43458,44737.91781,59107.8682,740886.8444,632439.4451,672279.6494,2849.90564,3528.493022,4664.90807,667410.7075,428734.6128,436052.1054,131692.1313,137287.2885,137326.4841,231016.4988,220242.4359,218729.4038,566536.1418,464253.1257,483168.839,173002.1211,284123.5318,270611.5636,254890.3529,194164.0218,212009.6519,Pos
57,M737T25,2.311011087,-1.208524181,-4.327044832,0.000401987,0.015293751,DOWN,736.5758999,736.5730099,736.5765615,25.476,25.398,25.535,34,19,15,31040.143,163579.3198,77664.24615,70782.57681,37246.65732,257784.1431,325440.089,290893.911,47611.1468,127157.9777,133772.3755,105830.895,105685.223,141899.5105,216031.1721,133292.5001,202205.1689,122485.7211,122656.8354,120943.1274,11509.33087,23093.50636,20424.53142,41694.90042,36010.4026,41191.21534,71678.43212,75594.39873,78840.10599,50163.71448,130527.2785,128540.9274,61111.6186,75469.13602,54055.22909,59908.78724,45639.20294,44992.52663,74584.85435,84913.65017,119254.5781,102950.3201,134746.8398,131886.3562,Pos
58,M402T28,2.577904281,-1.366198697,-4.11579449,0.000438882,0.016186102,DOWN,402.3448873,402.3447394,402.3497662,27.72616667,27.15966667,27.80033333,44,24,15,31073.205,167733.0402,84692.7321,65065.65872,58797.74558,304806.9618,298643.5244,315174.8442,39453.423,126249.2848,115573.4278,128131.4841,156636.6032,151547.9497,215549.4499,172095.4929,207427.5897,92434.20186,103213.4522,89057.91347,10235.88709,10186.76147,8915.498451,23459.93563,26073.17763,18909.83145,20035.24265,20085.97513,18482.17889,137639.2518,136512.5451,122994.9628,46237.31099,46557.68317,40843.22709,28690.72929,30169.82099,29770.98213,24598.90525,156985.5875,157126.0143,161300.4032,145105.8639,140658.0334,Pos
59,M703T25_1,1.519980106,-0.604052441,-3.879029796,0.000455407,0.016186102,DOWN,702.5063633,702.5028297,702.5081473,25.37941667,25.31883333,25.6365,38,21,15,29899.189,117828.4123,19619.72425,77519.70693,44448.56446,80000.2834,127096.4547,131263.6228,113777.17,117878.9384,147189.7173,128788.2614,105348.6205,143400.315,123060.1716,84361.70084,138710.1437,103463.162,114247.7555,108839.868,33217.32116,40120.4801,36170.36429,23852.38216,26522.27776,24636.38012,71346.48886,27955.57161,36225.96436,109968.8025,131409.6518,149169.6283,106612.8878,116769.9848,126923.7738,60281.50374,106169.9013,108556.5345,111517.1672,173171.3102,57184.90342,60670.47437,74133.26467,47885.94755,Pos
60,M214T6,1.774067501,0.827060903,3.920726325,0.000456274,0.016186102,UP,214.038332,214.037866,214.0386792,6.13595,6.016383333,6.37405,39,24,15,10553.893,40134.73165,12417.12894,71201.72307,35498.96625,62094.56274,49958.49446,62170.18196,34758.33371,36696.07046,34198.06532,30811.49048,32751.67571,55645.18231,25818.86833,22462.12186,43872.37254,31263.82669,36147.37259,43372.35556,79920.65401,41548.54072,53001.69523,8952.899163,11727.0694,7204.102079,76891.28547,76195.38842,75144.07157,47574.57526,51803.39954,56873.06655,68168.26376,61353.26921,54600.8201,98493.74877,121197.3237,89847.63764,54796.75907,116660.4459,130095.9854,88627.16191,106625.3718,131537.8189,Pos
61,M752T26,1.809621834,-0.855688242,-3.982454008,0.000457592,0.016186102,DOWN,751.545756,751.5437552,751.5462831,25.532,25.39283333,25.6325,40,22,14,12787.304,77227.14311,27473.20915,42675.84621,24471.58138,121146.0484,80642.04901,130796.7392,20205.24008,92312.94193,64025.27123,75983.45698,62887.79485,81686.4938,79899.03767,86418.73837,80428.63581,35531.93706,71847.78321,74594.97904,7760.768482,25975.46119,7286.981022,50416.96862,60502.38982,45445.78353,11368.66504,10543.51634,20116.43181,52715.00055,93410.90599,50517.48378,42207.3435,44236.18363,61973.38113,25653.16489,23997.67006,91539.5538,27238.57314,45671.603,36782.84317,55537.62125,52862.90592,80459.10945,Pos
62,M705T25_1,1.46033783,-0.546302156,-3.951133789,0.000462761,0.016186102,DOWN,704.5218951,704.5154678,704.5281806,25.38583333,25.1785,25.844,49,24,15,515442.906,4600064.542,488190.0466,3150000.259,1688549.87,4246279.547,5000050.121,4895791.575,3295251.374,4129970.899,4519941.629,5024387.384,4853941.641,5243924.643,4614657.624,4322483.492,4641396.867,4383227.675,5074291.012,4755372.64,1569175.054,1765721.762,1543124.957,869263.1222,904211.6096,939080.8869,1420561.656,1653796.026,1865088.629,5126095.552,5493789.967,5154009.064,4256844.887,4553219.891,4510402.285,5154228.636,5324521.632,5556613.831,1434801.12,2874979.424,3063020.191,3661113.62,3229965.017,3676377.387,Pos
63,M381T28,1.65159481,-0.72385979,-3.970519014,0.000471497,0.016229886,DOWN,381.3152847,381.3150776,381.3155593,27.74866667,27.69866667,27.86816667,26,11,15,1825.438,14772.62196,4645.810857,8944.458934,4144.510146,17351.01344,23044.1651,20756.44091,3266.248736,14530.04933,14696.79943,10944.83316,13243.30357,11952.88393,16280.48879,16937.4063,18622.77747,11373.60394,14070.59586,14518.71941,5857.20526,5272.295685,4922.221619,6497.31774,6224.790419,6934.457911,5909.719769,5820.845727,6090.020651,10664.77734,12411.30555,9566.14382,6403.93446,6417.177049,8128.418962,7161.990769,6897.394826,6987.481909,6532.860911,15934.55148,15632.69696,13619.11417,19306.5348,15473.75663,Pos
64,M142T10,2.800830809,-1.485854837,-4.197282908,0.00049359,0.016662819,DOWN,142.0262829,142.0262422,142.0263739,9.718583333,8.8464,10.0551,23,9,13,6834.102,254192.4516,139297.3661,90756.08951,73096.91102,51960.02767,258657.5513,201705.1102,65545.60009,228372.1727,210265.9174,317416.193,253887.0372,262014.8655,614384.4573,321688.5149,315910.395,408938.7037,185851.2102,116289.0186,60679.33554,38323.7845,78789.55552,171706.8452,112977.4673,47822.4785,36281.67547,27147.51759,19717.26523,236570.1063,252040.2461,191295.0938,175093.279,132647.3093,106191.121,17859.39203,10041.79724,8709.253301,31335.64025,41368.75666,32629.2829,150566.5762,95358.1941,102994.1753,Pos
65,M365T26_2,1.417208091,-0.503051607,-3.814447545,0.000505371,0.016662819,DOWN,365.3052544,365.3047523,365.3058414,25.92908333,25.6805,26.04233333,28,20,5,2877.175,21590.47396,3743.223875,15234.51221,6649.622711,24246.41836,23834.71177,27098.80235,18866.87851,21544.8791,11280.31747,21621.68565,24231.37208,18082.59079,21062.09374,24912.4533,23820.58323,19878.90219,20823.02056,22552.40032,19911.71895,17853.15344,13496.38562,5584.556922,29913.6108,24260.36656,11482.33868,11039.38121,9106.747137,13281.81669,9931.014519,18934.15615,12137.56157,15241.16737,19321.73591,8423.156148,10558.73619,19081.04494,6542.655146,22305.90907,12201.06171,22873.00546,25466.85159,6680.16128,Pos
66,M104T1_2,1.936182214,-0.953214731,-3.810882721,0.000507126,0.016662819,DOWN,104.1074485,104.107337,104.1075475,1.042361667,0.878203333,1.674703333,24,12,1,44873.602,302192.5177,93114.90683,156076.4868,146320.179,334707.1237,461163.4516,357318.747,360503.6651,308003.659,309087.1453,333150.1241,315086.4107,274248.3459,348546.5852,281572.3935,20495.77082,318728.8398,256098.9159,254176.588,369777.0539,283278.4365,24242.26483,12753.11933,18330.41789,19607.90991,416870.9376,14656.71532,325800.098,11109.37681,15408.30844,18067.2642,9033.220551,282501.3648,23164.8692,325460.7087,268861.4192,31322.56972,248860.828,232021.1621,267112.2739,272007.9037,238231.7267,17355.73324,Pos
