,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_pos,29M_pos,maxint,mean1,sd1,mean2,sd2,3M1_2,3M1_3,3M2_2,3M2_3,3M3_2,3M3_3,3M4_2,3M4_3,3M5_2,3M5_3,3M6_2,3M6_3,3M7_2,3M7_3,3M8_2,3M8_3,29M1_2,29M1_3,29M2_2,29M2_3,29M3_2,29M3_3,29M4_2,29M4_3,29M5_2,29M5_3,29M6_2,29M6_3,29M7_2,29M7_3,29M8_2,29M8_3,Mode
1687,M104T8_8,1.252006262,0.324241778,2.177282834,0.035254741,0.042663217,UP,103.6191846,103.6114,103.6263644,8.344716667,8.150033333,8.5498,101,22,24,2770.84,13585.44803,4426.23646,17009.06601,6236.766122,15509.15173,9665.030545,13703.45369,14282.319,9007.651694,9506.746869,13297.70327,21933.51471,17441.55843,10504.51966,13825.70893,18197.3754,12629.15627,16945.31819,10864.38885,12145.34403,13029.60838,24185.66979,23169.76242,17585.50661,14386.2839,31499.89181,9640.866535,12388.64633,14270.85257,22868.72122,9722.574339,22341.2344,15424.58363,13486.64272,23463.99348,27443.03026,Pos
1688,M744T25_1,1.320919211,-0.401542233,-2.176914483,0.035309806,0.042704539,DOWN,743.541624,743.5402871,743.5432926,24.516,24.4425,24.6645,41,22,19,9222.812,65769.23667,20545.36325,49790.50657,29198.94742,30990.02871,32145.72694,76610.65167,79448.46826,55513.42929,31945.77823,68487.20054,47747.00074,82192.9809,80233.0581,41718.19345,85908.71535,71872.70552,101283.0443,71494.61041,91213.60435,64400.65592,87293.94869,88044.76954,90914.4163,52521.78445,43165.52897,61226.11945,78039.10544,41187.96831,52316.89388,2291.061231,1992.132805,58657.19709,57501.16866,14606.88569,14556.35736,Pos
1689,M156T11,1.227507277,0.295731577,2.170923994,0.035481707,0.042887034,UP,155.97409,155.973865,155.9743349,11.45296667,10.99413333,12.25086667,50,19,22,2616.551,70355.82106,22245.43098,86362.28234,28077.2361,58086.58976,58363.74353,57318.12025,56294.08171,76890.79676,71148.02952,87554.24201,67290.76653,72155.09147,48320.02756,79951.91729,60894.51673,58674.3433,96555.58315,98074.47509,121206.7325,80291.48472,42776.24932,44415.0209,97940.60651,119032.1843,41547.60352,91588.97644,54003.73782,83360.40898,97579.57558,122450.6937,123201.7632,115075.3312,75542.98388,91310.14365,89073.4795,Pos
1690,M301T24,1.157087254,0.21049766,2.168013825,0.035538524,0.042930292,UP,301.2009796,301.2006096,301.20156,24.30716667,23.96416667,24.42166667,43,23,18,1900.745,18127.97705,4667.808644,20975.65119,4320.956311,10313.81043,18880.59177,15089.19713,15493.35935,12483.81461,12424.64085,15727.00601,16817.09622,28001.58585,26309.42085,16682.47263,21759.48394,15153.54882,17115.91909,26519.13845,21014.67797,21234.31123,22035.88794,25478.87921,14589.4015,23703.99577,23237.11097,21854.68095,23849.37446,22682.68434,24381.97049,17809.99006,14540.35942,21634.75877,19228.29815,15474.65979,25335.99192,Pos
1691,M189T22,1.354163835,0.437402295,2.194630424,0.03556233,0.042933645,UP,189.1788698,189.1786922,189.1792385,22.27691667,21.34066667,22.8065,60,23,18,4164.135,71031.59973,23093.38581,96188.42348,50961.36651,46600.68833,91691.96012,44359.06558,66390.52673,76869.70776,53459.86923,74057.14243,98925.04721,26174.10147,37180.19909,109438.7212,106388.9783,75761.93264,73261.9296,47891.69935,73562.44535,50961.69966,47663.23508,51056.48471,47798.58202,150505.4161,131736.1016,38499.74375,68875.38239,71958.19995,40414.42475,49202.95574,129459.4321,183037.2032,170997.3963,143412.6349,133502.3873,Pos
1692,M296T24,1.032595968,0.04627587,2.167305343,0.035959116,0.043387018,UP,296.1938776,296.1935164,296.1943856,24.1175,24.085,24.18733333,47,23,24,11511.277,138938.3481,7999.746712,143467.178,6165.81088,134774.6837,132607.7716,140861.4502,131486.0434,136543.7294,138263.207,140116.5533,141448.0978,137025.59,140521.0476,170004.2845,142176.1216,134779.9972,147085.5261,138990.6254,141331.1093,137705.8327,136914.1965,152039.2214,146598.773,143401.9778,151815.0354,140971.3169,151364.9539,141916.1181,144797.4224,151221.741,146376.9306,143634.2838,143067.8192,141590.1399,158329.4358,Pos
1693,M147T4_23,1.228621262,0.297040256,2.162323459,0.036033458,0.043451037,UP,146.9009692,146.8941427,146.9087977,4.153616667,4.037166667,4.281,74,22,24,2324.995,11381.14953,4327.365873,13983.12231,3900.176356,16936.60122,14475.90661,11883.1303,7342.221585,6065.348496,7054.351475,9768.979324,14713.30059,13106.08504,10082.50877,16561.63063,11506.45626,7759.9085,9762.421311,23370.65511,15755.14855,16971.68603,14539.63838,12184.82378,16175.99402,18426.33205,11114.26976,10147.01546,11231.02371,15706.71397,14141.18237,6566.588367,10047.7226,15613.60521,17875.23771,17148.23588,18059.7211,Pos
1694,M92T25,1.073449904,0.102254865,2.161813452,0.036186043,0.043601902,UP,92.05806052,92.05793569,92.0582006,25.24633333,25.19183333,25.27633333,43,20,23,2753.288,15899.24623,1646.767502,17067.04434,2042.957026,15806.65971,13161.5909,17118.30563,16343.50778,13528.5696,14323.50834,14737.81271,17481.50268,15651.93053,16121.57534,18467.37498,15857.84032,14301.53688,18344.72624,17111.88331,18145.11208,13963.82352,16723.0651,19250.64048,15956.42287,17155.62376,18419.03709,14598.96218,15553.42608,16656.58024,19958.90239,15713.97422,21530.91411,17202.73215,18089.75226,19101.3687,16128.86305,Pos
1695,M105T8_51,1.236312511,0.306043469,2.172045235,0.036201285,0.043601902,UP,105.3882899,105.3813995,105.3962753,8.358716667,8.196066667,8.636316667,99,23,24,2916.354,15337.41586,4222.650689,18961.83911,6944.124986,24469.12175,17847.38338,13000.6061,14083.00841,13623.18911,13365.99384,17892.37338,20395.52542,16594.03424,20724.10912,16307.80825,15591.22142,15866.98773,8699.267079,15327.14644,13982.95712,8409.200586,17810.8157,14657.58213,19990.36037,23716.23076,19283.25653,15849.31336,13865.20528,18766.37352,7811.456506,16538.097,29571.14677,30541.36459,24386.73297,25601.99411,29709.92085,Pos
1696,M104T8_56,1.254252032,0.326827275,2.159127703,0.036223428,0.043602848,UP,104.4516609,104.4438781,104.4588674,8.362166667,8.132666667,8.6219,106,23,24,5415.597,16886.60631,6564.522,21180.06028,7066.390842,19235.96218,23062.77483,17245.98166,20182.5989,18100.57261,12873.0494,11842.54928,24375.37257,16216.09828,7227.258165,18379.05239,18060.4793,6240.733559,11055.16842,14208.77799,38203.8478,15056.26854,21910.7282,16725.84571,14224.61116,28917.24543,26269.46727,15674.5038,16575.42788,21227.85546,30848.38215,29124.55835,23790.06524,22132.71908,40024.90223,25138.67178,23032.71936,Pos
1697,M283T25_1,1.33876876,0.420906791,2.15913861,0.036317763,0.04369064,UP,283.1175365,283.1170869,283.1181693,24.61891667,24.41183333,25.00116667,60,22,24,3967.558,40064.06491,22763.26666,53636.5185,20190.36794,51032.51262,74861.94848,9456.67987,49457.31774,41563.21315,19105.04115,24994.66611,82771.87523,61546.82175,34223.65275,68087.6375,70956.96529,21684.46269,4804.6979,48599.49942,35406.64698,38074.94288,68797.89739,22522.45708,45300.848,76164.22404,51418.27899,78505.54183,35522.82757,77688.88486,81987.16462,35603.07802,102658.435,43152.19453,33868.63097,50249.17938,56857.3813,Pos
1698,M151T4_1,1.25194339,0.324169328,2.170743626,0.036372823,0.043731107,UP,150.5096201,150.5015746,150.5159981,4.150316667,4.057666667,4.25255,60,23,22,2210.769,10570.03446,3065.487079,13233.08477,5129.780199,10864.27683,12610.12045,7107.425811,7558.198624,12290.45376,8739.867362,10104.13913,15876.71713,15614.43388,8761.742645,14367.01821,12729.97038,9038.673911,9622.624719,6748.388311,8275.220785,10341.60108,7794.314117,7053.781664,9169.41876,7311.60121,9327.096067,6394.31441,14647.49548,25870.9279,26645.39916,11467.16875,12549.68436,14467.29416,11251.32091,16869.24011,13129.11445,Pos
1699,M146T4_33,1.258616853,0.331839166,2.158460485,0.036478378,0.043832203,UP,146.0689808,146.0620306,146.0761076,4.157975,4.049233333,4.232433333,70,21,24,2253.012,10799.0971,4799.159146,13591.92561,4018.312482,11744.30444,13216.57197,11709.04832,13071.49494,10703.44446,10140.97905,10718.6702,9311.285565,8702.634421,10158.7502,11547.26804,5430.881392,10297.43739,25226.32267,7800.702865,7159.951153,13742.22765,16547.50937,13175.90588,10545.80475,10036.30452,12527.10628,14928.06705,8388.947162,10583.23884,14281.12117,18046.47522,17849.13907,12419.79351,14477.69029,13928.23165,20068.9389,Pos
1700,M108T8_1,1.294316018,-0.372189906,-2.157655026,0.036541479,0.043882196,DOWN,107.5033549,107.496585,107.5111137,8.326466667,8.150033333,8.4676,62,14,23,2676.845,12596.16038,4920.530429,9731.904884,4126.611113,15478.44803,11109.78275,7100.841879,8873.043877,17864.67157,18895.24294,11531.34341,7845.478853,8803.263784,9943.15566,6643.970041,6811.48105,17496.71932,17368.62706,6399.765481,11681.10517,11223.22996,6223.636186,12276.11517,8920.328307,14256.10814,9159.474369,10619.87252,9640.149566,10970.22273,10354.9908,11748.46219,25296.8421,9760.817224,5893.328147,6395.556705,6060.52097,Pos
1701,M149T4_44,1.217160255,0.283519131,2.156697824,0.036679771,0.044022374,UP,149.2790026,149.2717613,149.2861308,4.168416667,4.041233333,4.27905,63,22,23,2480.691,11132.0226,4198.958701,13549.45547,3428.692244,12509.74701,8216.636618,7759.180996,8591.620656,7272.954846,6750.29177,13125.36669,8978.239903,25262.00777,12452.88024,16662.41286,12404.46803,9168.2031,6615.176086,12821.76587,10655.76796,13765.74651,14836.49797,9909.977963,10370.16366,16651.8269,16572.02456,8250.661129,25196.23661,12775.98178,9889.055324,14011.39411,13170.0282,17514.71058,10146.93765,13718.20632,11689.96357,Pos
1702,M146T4_53,1.230516316,0.299263787,2.156588571,0.036751283,0.044082285,UP,146.4055564,146.3989798,146.4136953,4.158316667,4.080016667,4.233,66,22,24,2408.517,10825.46107,4377.214605,13320.90648,3484.471326,11053.78138,14600.64508,4710.30577,5909.276783,8131.386767,5276.781174,12119.17633,13725.06858,24095.42694,14774.44651,12247.53785,6080.63358,8865.398886,8139.444644,11803.0599,14199.64705,19440.10908,13396.38276,11003.28392,12273.58862,13630.64079,11436.06894,11755.39828,9498.169311,13506.01992,12622.88387,6739.611196,19217.00624,12128.02494,16228.79278,13614.61679,20139.87722,Pos
1703,M108T8_13,1.344831239,-0.427425142,-2.167094694,0.036993616,0.044334404,DOWN,107.7355473,107.7288703,107.7436991,8.299008333,8.212033333,8.4604,34,5,18,2404.919,15381.71034,4277.55437,11437.65099,7771.901337,9960.194872,9249.564312,17739.01606,6586.427059,15258.97104,15954.94761,9900.514519,21655.24329,17380.86751,19066.59642,6366.819186,18310.89867,15024.66801,15544.95852,16288.74143,16751.08192,8762.077901,5611.75825,7248.244535,18364.05793,4530.920115,26427.52918,4759.92333,20078.85342,8673.96504,25805.9651,7615.762767,6218.117859,5126.100067,6595.553063,10529.09977,27689.4303,Pos
1704,M285T25,1.089452284,-0.123603011,-2.163104903,0.037004907,0.044334404,DOWN,285.242448,285.2420088,285.2429652,24.94566667,24.884,25.01533333,47,23,24,7709.44,112856.8231,10690.01466,103590.4231,17921.67218,106672.8029,103607.0961,109031.1485,134906.4976,113540.9382,133826.8037,99732.70551,110991.484,101350.5497,102667.2195,111804.0861,120820.6087,114468.4047,119145.3553,107255.8423,108123.6464,95671.65983,109557.8314,114831.4076,131448.9361,93582.20902,127237.2845,109682.8819,110656.7604,94808.50274,100836.2465,77027.91227,65672.85156,99145.88932,118391.0065,104518.1292,107408.5323,Pos
1705,M926T8_2,1.457212271,0.543211049,2.184211052,0.037061697,0.04436011,UP,926.0309057,926.027096,926.0343847,8.36465,8.15765,8.514616667,42,17,23,21524.383,72360.5905,26155.64615,105444.7404,69227.63136,129436.2316,52851.74732,92244.55545,95527.54346,69753.55457,85894.78765,101877.5348,83933.16725,72189.6678,86499.88213,52728.38668,86709.13866,67530.57697,76901.77129,46203.54875,78159.2137,112744.4227,12358.39748,110099.8468,66206.82561,143135.6396,91920.92292,59101.79472,58252.68711,82263.34279,141492.1435,275038.7852,259628.2104,105416.6866,74601.68334,125352.7213,214825.3533,Pos
1706,M87T11,1.026741602,-0.038073147,-2.149009449,0.037069821,0.04436011,DOWN,87.09211848,87.09203149,87.09223542,10.57386667,10.53886667,10.61406667,47,23,24,5369.549,114505.1051,4845.445488,111522.8066,4660.642836,111747.3095,105155.5464,117661.2541,108726.5694,121399.7081,121669.5153,112941.6361,112895.0147,113887.8371,108756.3548,118970.5335,116508.7305,114160.4387,111368.211,115309.2632,111404.2194,118841.9188,111382.5035,118563.7336,105877.8378,116767.3875,109333.5022,113523.3611,108922.4823,110044.6963,105351.3029,115070.1778,106965.6598,111808.7405,105956.3634,110408.5031,104659.4494,Pos
1707,M106T8_57,1.254910677,0.327584679,2.153346873,0.037109258,0.044381288,UP,106.4834453,106.476466,106.4913246,8.348941667,8.198016667,8.641933333,102,23,24,2900.451,13216.53743,5990.224169,16585.57393,4615.767534,15317.74864,30542.13569,19314.26177,10274.44916,8555.142736,11248.12944,22294.79339,11620.73981,10542.75453,10512.4047,16902.62227,9703.835752,7638.946085,5995.727793,6267.833649,9473.321831,14151.68801,20605.64593,19039.3822,17080.13929,14728.31013,13689.09918,16792.46988,15079.46437,26816.54849,11271.1425,23330.52212,13087.9995,12283.76752,16493.66143,19159.09494,18232.13573,Pos
1708,M104T0_2,1.967995742,-0.976727099,-2.147318436,0.03721376,0.044456018,DOWN,104.0709473,104.0632568,104.0712043,0.109236,0.072669333,1.9017,100,23,24,750756.1875,1817906.139,1455751.38,923734.793,1396511.174,2705897.131,2891028.189,57209.92431,55724.3508,2794447.113,50328.367,3230668.902,54171.93224,2965878.622,2579523.804,3075512.547,53754.57166,3050418.648,53309.89635,2718693.672,54236.33619,2962399.044,54407.40479,53064.96034,54840.78571,2702255.902,50100.21621,48628.50191,51417.18952,3030821.816,48536.95179,48938.78008,47536.84283,46325.96117,42734.72593,52969.28792,48772.57253,Pos
1709,M102T8_2,1.297971313,-0.376258498,-2.170692709,0.037215295,0.044456018,DOWN,101.9888879,101.9843319,101.9984512,8.3861,8.195783333,8.4907,19,3,15,2407.409,16154.22461,3633.611614,12445.74857,7501.492652,8814.314208,22130.8629,17724.46046,18870.13597,15077.68026,15836.18769,7888.36389,9169.537173,16794.09931,17741.69645,17656.41585,18305.70828,13516.53796,14853.86224,15710.55868,17087.39522,5692.283641,8904.735315,18781.17884,23512.179,8546.135374,13225.52423,18546.50401,20422.95439,4384.220735,7136.298329,26985.07235,6706.323333,12077.38518,8415.619669,5183.946508,5358.38958,Pos
1710,M153T4_3,1.271798206,-0.346869779,-2.167406326,0.037328927,0.044557848,DOWN,152.54814,152.5414079,152.5553168,4.15285,4.05375,4.262733333,49,10,24,1871.508,12756.31343,5337.42189,10030.13951,2871.073217,18771.95516,19298.27901,16253.72266,8269.152718,13672.39782,13491.9934,18264.21259,6453.400572,5909.060409,8098.997385,18139.30842,8147.12753,15058.331,14322.17852,7759.83618,8195.896609,12151.67319,10857.69034,10119.37074,6404.491203,12902.10189,7804.044557,5494.453407,9617.434286,15430.84808,9677.238994,6974.303194,10112.02381,13560.95318,6667.410911,10069.40451,15522.38047,Pos
1711,M420T25_4,1.108289432,-0.148334693,-2.198471718,0.037344192,0.044557848,DOWN,420.3317605,420.3314003,420.3333033,24.64583333,24.57766667,25.31266667,55,23,24,46166.16,486345.0239,22232.47684,438824.9223,103427.693,475552.3897,471617.3402,464983.1018,504674.8851,478784.6721,516676.8213,468951.6669,492117.5933,476098.8083,516498.4415,470784.8254,509449.1955,496701.4625,512655.747,486426.5203,538446.7844,489802.3317,494455.6005,523580.9219,547398.0021,428372.5342,486269.4821,465905.284,516204.9572,467961.6497,491570.3841,154580.1954,218157.1166,472999.0672,521396.1272,443866.0436,484269.2356,Pos
1712,M105T3_2,1.055039574,-0.077297115,-2.196611848,0.037435496,0.044640699,DOWN,105.0003085,105.0001661,105.0004725,3.17455,2.404983333,3.289633333,49,23,24,1248.521,109391.1337,2759.191449,103684.3891,12411.41997,110877.5491,107742.1753,111587.4768,113018.6841,111942.5043,111032.4216,109948.231,111126.5441,113184.9782,109762.7696,108679.5491,108510.4452,110248.2352,111017.0943,109831.1571,105992.2274,110319.6589,106691.0776,62243.83194,104824.661,107794.6537,102766.4244,109577.8571,102379.1869,107533.4642,98052.8618,108859.1617,99792.10321,114548.7937,104168.4644,107030.9517,100686.9049,Pos
1713,M314T24_1,1.053129505,-0.074682857,-2.15759044,0.037785944,0.045032293,DOWN,314.1597762,314.1595735,314.1604189,24.0595,24.0275,24.088,47,23,24,11824.646,98711.92987,5419.485027,93731.99538,9859.411976,99414.18259,91221.75788,112432.5954,96486.1442,102578.6799,93590.78791,95505.917,95843.02488,100896.974,101842.3348,102262.9202,93369.7459,105182.9804,107692.1368,101314.685,100939.7845,97850.37472,87240.86287,103832.9009,102400.2096,95047.35297,94753.02766,103262.1756,97996.72195,98178.31257,90870.34383,75333.34568,70046.81496,103498.8985,88551.06055,95108.78873,95728.69908,Pos
1714,M156T18,1.15045205,-0.202200854,-2.147390121,0.037945734,0.04518464,DOWN,155.9741508,155.973897,155.9743843,18.4245,17.0405,19.74816667,37,13,12,1787.904,44439.68213,10731.27096,38628.0177,7457.971248,60326.27306,52957.1238,44671.91516,40130.16212,75103.14568,34660.19152,33784.98139,32870.13842,41455.45888,29364.56209,40362.61849,27808.81509,55325.686,54171.0592,41683.57831,36909.1465,40189.49056,39235.78676,42194.95837,26239.84368,38734.3538,40070.32672,60088.06497,25999.29184,41741.27575,36956.85834,37554.19418,35993.88122,41823.62825,39082.55177,28263.87261,40123.59256,Pos
1715,M158T20,1.130181051,-0.176553905,-2.150207088,0.037970799,0.04518464,DOWN,158.0124262,158.0122603,158.0126467,20.03425,19.4495,20.7415,30,8,14,8863.717,330304.362,45089.04205,292257.9191,73435.12372,350330.4834,300458.7627,326986.4703,325246.1258,355005.6438,324433.2627,369004.0573,268267.7404,255430.9925,329438.9992,350261.5178,408618.1531,368440.5608,331546.3373,352140.597,323214.0622,206466.0235,340952.5363,235883.8404,309720.1449,342619.5608,356536.2486,501275.4222,238816.7287,319787.0871,228771.0557,215452.7818,279907.2003,249358.4552,288175.0025,312549.5373,186440.1904,Pos
1716,M292T25,1.123659316,-0.168204689,-2.182775011,0.037980175,0.04518464,DOWN,292.2846284,292.2843038,292.2852357,24.86716667,24.8245,25.04016667,46,23,23,6745.133,58533.75942,4020.27273,52092.08752,13862.03314,57564.86581,63031.4697,57682.47008,58877.8715,54749.72237,65408.50509,56388.83526,62490.21556,58514.72023,54929.93737,60741.68249,55844.72617,57006.72635,67259.8898,58053.36389,65579.48406,56174.02491,58871.17941,63088.79512,60735.45141,59675.75148,53517.88894,58112.12481,60357.99915,58403.97687,48229.90757,26854.79857,14397.03021,62078.45133,63358.5981,52850.31545,41485.82454,Pos
1717,M105T8_3,1.206412337,0.270723087,2.140221658,0.038082864,0.045280422,UP,104.5565794,104.5489596,104.5637783,8.347416667,8.16955,8.580116667,92,23,24,3152.122,14505.48251,4161.076978,17499.59304,5376.205588,16588.80435,19147.94853,18948.53705,19924.81953,10565.19933,17938.46413,14703.19432,17271.68865,7852.857779,20619.44335,15043.08,12022.75646,11470.87478,10929.94211,15968.47043,18825.92913,9909.235379,11506.35224,9858.442098,19159.00162,10740.92061,14842.79987,13949.23575,19418.50746,18560.94224,21118.40322,31608.06933,21501.0707,21971.07095,16954.30512,21495.98037,15036.95347,Pos
1718,M614T9,1.272403763,0.347556544,2.151322577,0.038143568,0.045317714,UP,613.990496,613.9889365,613.9924549,8.529033333,8.452616667,8.671466667,39,20,19,17032.145,31198.07603,9574.222899,39696.54935,16699.54535,43378.02485,43935.36854,39740.04872,35530.35958,28310.67451,27691.92509,11716.71348,34627.54748,30914.54748,10905.56134,40726.78967,43805.2355,23248.70097,40328.499,35982.53751,30738.44027,28450.22263,32404.08227,31446.53973,41002.3571,21945.55095,14163.00795,23381.74125,50694.38805,32428.35843,19630.63359,44805.89632,60718.48896,41433.00037,40702.05101,48622.80742,78138.95174,Pos
1719,M181T24_1,1.389308205,-0.474366683,-2.160371574,0.038158625,0.045317714,DOWN,181.0285216,181.028248,181.0288451,23.85491667,23.29816667,24.76116667,98,23,24,35782.691,402105.856,223910.6011,289428.8356,113890.1546,319070.7734,488957.9883,230031.9718,264879.9477,239714.3613,505110.267,843641.1476,760017.5242,184454.3631,325109.261,844596.4675,302094.3099,283394.5762,283776.6504,281912.7036,264530.0674,254588.6266,142534.1391,266943.0242,297389.8565,299996.221,722044.6798,270148.0622,319583.1991,259255.5976,311936.3056,156686.7316,434322.0778,156054.9083,302855.7105,283641.3307,337111.4278,Pos
1720,M481T24_1,1.248962719,-0.320730414,-2.14583884,0.038211927,0.045354632,DOWN,481.3120782,481.3116637,481.3128467,23.94658333,23.9255,23.983,46,23,23,38553.488,210503.7178,78407.32887,168542.8352,52555.83733,242102.8875,252127.3924,247908.6656,244986.5591,94307.09071,80942.16166,170819.4693,179544.9992,438171.251,373495.8778,196493.5053,170593.549,221018.6452,202539.0149,205969.292,199146.3023,175622.2763,168935.0301,180342.7476,178919.9347,129174.7305,132485.6057,176826.5603,183331.3651,208494.2245,207579.2144,72055.05926,61462.03347,253993.9219,248031.9086,155937.9893,172265.2679,Pos
1721,M110T8,1.925564821,0.94528169,2.150922125,0.038317269,0.045429412,UP,110.027285,110.0271285,110.0274877,7.788208333,7.097133333,8.013783333,46,18,24,65930.305,363745.7981,369575.1511,700416.1126,667433.7649,385844.305,19929.38292,222022.3598,269245.8142,279056.9835,5218.156361,636042.1881,830898.6479,1249788.376,1047583.484,21538.575,23470.28671,792704.3489,31099.92094,26465.12272,52045.01961,969166.7079,50276.49165,709225.4973,12033.38622,955087.6333,62614.474,1305376.257,16983.01883,1646171.239,62110.30719,1393977.733,75042.99823,62498.83129,70657.94778,1431545.592,1720001.159,Pos
1722,M151T4_29,1.227338438,0.295533126,2.140196351,0.038319919,0.045429412,UP,150.9960512,150.9889596,151.0038644,4.166625,4.05375,4.295766667,64,23,23,3284.76,12001.72248,3589.951418,14730.17532,5055.532112,13027.14719,12457.73324,8046.210238,15185.46695,11279.5508,7876.155577,8870.963159,17901.46842,9917.608284,11216.79779,9852.756369,10842.43308,8800.093229,16703.24866,14205.18759,7218.324313,16369.15177,32154.31946,15729.50432,11941.85796,13609.20431,12464.89479,11807.16719,15618.42672,15075.11891,15103.44966,20373.39147,15650.17322,14354.26141,7486.282685,14764.81636,21517.2659,Pos
1723,M348T4_2,2.157169289,-1.1091394,-2.133833118,0.038341689,0.045429412,DOWN,348.1165749,348.1161484,348.1172027,4.400825,4.35845,4.545183333,20,1,19,113865.734,611134.6143,521297.5138,283303.9657,531902.2289,565840.5977,892716.2957,181561.1044,306931.2178,401910.8272,676868.225,1274522.56,18431.1517,856525.1244,1061223.855,1152764.028,1638239.115,951458.5822,1185954.638,1000982.534,1350108.175,20081.477,27433.56817,28352.42966,38007.98279,27157.60577,32151.16973,24170.84303,30508.74272,27983.93863,32657.9063,72736.27437,76224.71464,44098.48643,51084.15337,49186.3826,53007.20327,Pos
1724,M599T8,1.534623783,0.617885018,2.156322745,0.038427184,0.045504301,UP,599.016507,599.0152872,599.0197071,8.349866667,8.1039,8.552966667,40,16,20,27687.736,58243.17185,30599.34754,89381.35672,63463.22598,86063.35216,117776.4719,68585.86533,24667.0404,43002.69541,28843.30513,57464.11682,110742.2485,65567.0171,88956.16131,69326.22927,21474.52968,29658.38134,53638.31873,80321.20127,76672.8607,46016.99223,107345.2634,23304.68715,104450.0104,86017.71795,12020.50143,89114.75541,66265.79981,53807.57913,23024.55413,128986.8308,264706.0561,84673.42191,133208.5533,155869.0862,17974.97608,Pos
1725,M118T5_6,1.398154595,-0.48352389,-2.139126055,0.038544452,0.045616707,DOWN,118.0956304,118.0953313,118.1046662,5.055266667,3.946333333,5.476766667,163,23,24,32445.719,386933.6393,202255.183,276745.9626,144894.7425,825606.7974,42369.98515,25444.07288,429309.7403,421866.2693,469270.907,461013.2226,465628.4018,436136.5852,815258.1284,378267.5981,407159.7723,419797.6878,419079.6708,434205.3676,457122.6199,321421.1708,339482.9694,319326.1051,312978.0278,453273.2779,237315.3759,524820.7354,262735.9034,282335.6642,288452.873,19616.88227,459836.4793,561108.9922,308121.2994,27034.74826,264642.7749,Pos
1726,M164T25,1.513471015,0.597861045,2.188001235,0.038568976,0.045619285,UP,164.0786925,164.0784899,164.079049,24.55166667,24.48816667,25.13866667,59,23,24,9276.033,41310.07587,7478.776413,62521.60244,46874.56738,44704.21313,49431.27984,45525.83846,34479.6579,44080.82932,57604.15363,39786.83165,48065.6331,42992.01716,43555.16423,46310.92862,40658.60315,30760.67484,30030.05358,43124.05703,41892.22591,48835.44424,49810.87946,46316.37674,50451.55911,39297.77536,43989.15938,40687.22906,43002.44245,40037.85525,45556.34583,174382.8757,193403.1016,48433.29753,42256.16036,41484.20939,58350.33049,Pos
1727,M146T4_1,1.339054495,0.421214675,2.139297979,0.03859822,0.045627439,UP,145.5051745,145.4990108,145.5138274,4.152883333,4.042783333,4.27905,63,21,22,3026.865,11157.43472,4777.542375,14940.41312,7157.529697,7340.103601,12411.40883,11129.13669,10640.97672,6444.326101,10496.64966,5798.715471,11917.89641,11755.72132,10312.54411,8480.948046,10516.22418,6845.596322,9467.739654,26113.02112,22620.96099,7074.302468,31334.10739,9883.078839,15263.45307,14636.78159,15668.72612,12376.60396,39007.60548,13991.79215,16901.64884,8147.697735,12553.05329,16174.19568,13934.01447,7906.623173,15958.84105,Pos
1728,M156T0_3,1.299422339,-0.377870412,-2.13113385,0.03862448,0.045632058,DOWN,155.9881502,155.9879355,155.9883846,0.050281333,0.046180833,0.0792765,33,19,14,7692.804688,13219.66428,7065.340832,8553.172565,7936.174364,13805.20574,10570.30371,15588.99951,0,18401.97437,0,13226.31282,11279.99185,15284.61451,12648.81727,17272.78459,0,17625.50965,0,12572.45319,11676.75942,20026.0566,11271.94096,14521.06014,9522.637991,13951.02994,8342.794835,0,10254.12316,15836.20718,0,11889.42398,0,0,0,0,0,Pos
1729,M102T8_14,1.319692985,-0.400202338,-2.132020542,0.038704063,0.045699634,DOWN,102.1710834,102.1642614,102.1785223,8.3417,8.227166667,8.51435,53,10,22,2646.267,15171.96977,5249.781872,11496.59045,6524.189338,7583.496884,12200.20207,21539.37266,8489.631038,17794.87748,18661.98627,9938.437278,8810.309895,20025.29183,21852.53962,21545.81441,4642.557085,17229.2826,18356.65526,18890.48218,20860.94452,8176.425435,12316.21053,7946.315499,10256.63705,10457.28114,13506.01528,3732.944224,11390.53315,15641.31982,10328.62663,36223.31768,10601.65319,6534.505238,15131.76371,8348.09743,8655.535153,Pos
1730,M147T4_20,1.217403594,0.28380753,2.132887743,0.038775975,0.045758079,UP,146.8494502,146.8414709,146.8558409,4.165616667,4.0665,4.234733333,66,22,23,2336.05,12480.23766,3726.867696,15193.48618,4933.99876,12084.51327,13319.6697,12399.98502,7369.106573,8322.973629,13164.10929,12271.37051,14762.14482,14425.47275,13778.78536,15469.93423,14391.11764,9544.635297,11251.50174,23370.65511,10058.58828,13719.66456,12794.57876,12186.20329,10493.14432,11872.41665,17026.78599,15900.93294,14798.50372,16216.6364,11567.8647,15184.98887,12695.00753,20145.0282,14167.7503,33147.48935,19364.913,Pos
